계열명,계열명_tok1,계열명_tok2,계열명_tok3,계열명_tok4,계열명_tok5,계열명_tok6
세무사,세무사,,,,,
관세사,관세사,,,,,
관광통역안내사,관광,통역,안내사,,,
국내여행안내사,국내,여행,안내사,,,
호텔경영사,호텔,경영사,,,,
호텔관리사,호텔,관리사,,,,
관광통역안내사,관광,통역,안내사,,,
정수시설운영관리사,정수,시설,운영,관리사,,
정수시설운영관리사,정수,시설,운영,관리사,,
정수시설운영관리사,정수,시설,운영,관리사,,
경비지도사,경비,지도사,,,,
경비지도사,경비,지도사,,,,
국가유산수리기술자,국가,유산,수리,기술자,,
국가유산수리기술자,국가,유산,수리,기술자,,
관광통역안내사,관광,통역,안내사,,,
관광통역안내사,관광,통역,안내사,,,
관광통역안내사,관광,통역,안내사,,,
검량사,검량사,,,,,
감정사,감정사,,,,,
관광통역안내사,관광,통역,안내사,,,
한국어교육능력검정시험,한국어교육,능력,검정,시험,,
국가유산수리기술자,국가,유산,수리,기술자,,
국가유산수리기술자,국가,유산,수리,기술자,,
국가유산수리기술자,국가,유산,수리,기술자,,
국가유산수리기술자,국가,유산,수리,기술자,,
가맹거래사,가맹,거래사,,,,
박물관 및 미술관 준학예사,박물관,및,미술관,준,학예사,
사회복지사 1급,사회,복지사,1,급,,
변리사,변리사,,,,,
방사성동위원소취급자일반면허,방사성,동위원소,취급자,일반,면허,
공인노무사,공인,노무사,,,,
물류관리사,물류,관리사,,,,
농산물품질관리사,농산물,품질,관리사,,,
주택관리사보,주택,관리,사보,,,
소방시설관리사,소방시설,관리사,,,,
소방안전교육사,소방,안전,교육사,,,
공인중개사,공인,중개사,,,,
경영지도사,경영,지도사,,,,
기술지도사,기술,지도사,,,,
검수사,검수사,,,,,
관광통역안내사,관광,통역,안내사,,,
호텔서비스사,호텔,서비스사,,,,
방사성동위원소취급자특수면허,방사성,동위원소,취급자,특수,면허,
방사선취급감독자면허,방사선,취급,감독자,면허,,
경영지도사,경영,지도사,,,,
경영지도사,경영,지도사,,,,
경영지도사,경영,지도사,,,,
경영지도사,경영,지도사,,,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
국가유산수리기능자(24종목),국가,유산,수리,기능자,,
