고유 번호,자격구분명,계열명,종목명,상세분야,언어,급수
1,국가전문자격,세무사,세무사,,,
2,국가전문자격,관세사,관세사,,,
3,국가전문자격,관광통역안내사,관광통역안내사,,영어,
4,국가전문자격,국내여행안내사,국내여행안내사,,,
5,국가전문자격,호텔경영사,호텔경영사,,,
6,국가전문자격,호텔관리사,호텔관리사,,,
7,국가전문자격,관광통역안내사,관광통역안내사,,불어,
8,국가전문자격,정수시설운영관리사,정수시설운영관리사,,,3급
9,국가전문자격,정수시설운영관리사,정수시설운영관리사,,,2급
10,국가전문자격,정수시설운영관리사,정수시설운영관리사,,,1급
11,국가전문자격,경비지도사,기계경비지도사,,,
12,국가전문자격,경비지도사,일반경비지도사,,,
13,국가전문자격,국가유산수리기술자,국가유산수리기술자,식물보호,,
14,국가전문자격,국가유산수리기술자,국가유산수리기술자,보존과학,,
15,국가전문자격,관광통역안내사,관광통역안내사,,독어,
16,국가전문자격,관광통역안내사,관광통역안내사,,스페인어,
17,국가전문자격,관광통역안내사,관광통역안내사,,러시아어,
18,국가전문자격,검량사,검량사,,,
19,국가전문자격,감정사,감정사,,,
20,국가전문자격,관광통역안내사,관광통역안내사,,일본어,
21,국가전문자격,한국어교육능력검정시험,한국어교육능력검정시험,,,
22,국가전문자격,국가유산수리기술자,국가유산수리기술자,조경,,
23,국가전문자격,국가유산수리기술자,국가유산수리기술자,실측설계,,
24,국가전문자격,국가유산수리기술자,국가유산수리기술자,보수,,
25,국가전문자격,국가유산수리기술자,국가유산수리기술자,단청,,
26,국가전문자격,가맹거래사,가맹거래사,,,
27,국가전문자격,박물관 및 미술관 준학예사,박물관및미술관준학예사,,,
28,국가전문자격,사회복지사 1급,사회복지사,,,1급
29,국가전문자격,변리사,변리사,,,
30,국가전문자격,방사성동위원소취급자일반면허,방사성동위원소취급자일반면허,,,
31,국가전문자격,공인노무사,공인노무사,,,
32,국가전문자격,물류관리사,물류관리사,,,
33,국가전문자격,농산물품질관리사,농산물품질관리사,,,
34,국가전문자격,주택관리사보,주택관리사보,,,
35,국가전문자격,소방시설관리사,소방시설관리사,,,
36,국가전문자격,소방안전교육사,소방안전교육사,,,
37,국가전문자격,공인중개사,공인중개사,,,
38,국가전문자격,경영지도사,경영지도사,,,
39,국가전문자격,기술지도사,기술지도사,,,
40,국가전문자격,검수사,검수사,,,
41,국가전문자격,관광통역안내사,관광통역안내사,,중국어,
42,국가전문자격,호텔서비스사,호텔서비스사,,,
43,국가전문자격,방사성동위원소취급자특수면허,방사성동위원소취급자특수면허,,,
44,국가전문자격,방사선취급감독자면허,방사선취급감독자면허,,,
45,국가전문자격,경영지도사,경영지도사,인적자원관리,,
46,국가전문자격,경영지도사,경영지도사,재무관리,,
47,국가전문자격,경영지도사,경영지도사,생산관리,,
48,국가전문자격,경영지도사,경영지도사,마케팅,,
49,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,대목수,,
50,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,소목수,,
51,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,가공석공,,
52,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,쌓기석공,,
53,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,화공,,
54,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,드잡이공,,
55,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,번와와공,,
56,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,제작와공,,
57,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,한식미장공,,
58,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,철물공,,
59,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,목조각공,,
60,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,석조각공,,
61,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,칠공,,
62,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,도금공,,
63,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,표구공,,
64,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,조경공,,
65,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,세척공,,
66,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,보존처리공,,
67,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,식물보호공,,
68,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,실측설계사보,,
69,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,박제및표본제작공,,
70,국가전문자격,감정평가사,감정평가사,,,
71,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,훈증공,,
72,국가기술자격,기능사,도자공예기능사,,,
73,국가기술자격,기능사,중식조리기능사,,,
74,국가기술자격,기능사,복어조리기능사,,,
75,국가기술자격,기능사,조주기능사,,,
76,국가기술자격,기능사,피아노조율기능사,,,
77,국가기술자격,기능사,이용사,,,
78,국가기술자격,기능사,한식조리기능사,,,
79,국가기술자격,기능사,양식조리기능사,,,
80,국가기술자격,기능사,일식조리기능사,,,
81,국가기술자격,기능사,신발제조기능사,,,
82,국가기술자격,기능사,환경기능사,,,
83,국가기술자격,기능사,콘크리트기능사,,,
84,국가기술자격,기능사,자기비파괴검사기능사,,,
85,국가기술자격,기능사,침투비파괴검사기능사,,,
86,국가기술자격,기능사,한복기능사,,,
87,국가기술자격,기능사,정보기기운용기능사,,,
88,국가기술자격,기능사,선체설계기능사,,,
89,국가기술자격,기능사,선체건조기능사,,,
90,국가기술자격,기능사,염색기능사,침염,,
91,국가기술자격,기능사,정보처리기능사,,,
92,국가기술자격,기능사,염색기능사,날염,,
93,국가기술자격,기능사,석공기능사,,,
94,국가기술자격,기능사,철도토목기능사,,,
95,국가기술자격,기능사,전자계산기기능사,,,
96,국가기술자격,기능사,화학분석기능사,,,
97,국가기술자격,기능사,도배기능사,,,
98,국가기술자격,기능사,전자기능사,,,
99,국가기술자격,기능사,타일기능사,,,
100,국가기술자격,기능사,건축도장기능사,,,
101,국가기술자격,기능사,석공예기능사,,,
102,국가기술자격,기능사,유리시공기능사,,,
103,국가기술자격,기능사,실내건축기능사,,,
104,국가기술자격,기능사,온수온돌기능사,,,
105,국가기술자격,기능사,거푸집기능사,,,
106,국가기술자격,기능사,비계기능사,,,
107,국가기술자격,기능사,귀금속가공기능사,,,
108,국가기술자격,기능사,방사선비파괴검사기능사,,,
109,국가기술자격,기능사,항공사진기능사,,,
110,국가기술자격,기능사,지도제작기능사,,,
111,국가기술자격,기능사,초음파비파괴검사기능사,,,
112,국가기술자격,기능사,건설재료시험기능사,,,
113,국가기술자격,기능사,가구제작기능사,,,
114,국가기술자격,기능사,금속도장기능사,,,
115,국가기술자격,기능사,제과기능사,,,
116,국가기술자격,기능사,제빵기능사,,,
117,국가기술자격,기능사,보석가공기능사,,,
118,국가기술자격,기능사,조경기능사,,,
119,국가기술자격,기능사,도화기능사,,,
120,국가기술자격,기능사,보석감정사,,,
121,국가기술자격,기능사,지게차운전기능사,,,
122,국가기술자격,기능사,롤러운전기능사,,,
123,국가기술자격,기능사,양화장치운전기능사,,,
124,국가기술자격,기능사,승강기기능사,,,
125,국가기술자격,기능사,세탁기능사,,,
126,국가기술자격,기능사,화약취급기능사,,,
127,국가기술자격,기능사,수산양식기능사,,,
128,국가기술자격,기능사,로더운전기능사,,,
129,국가기술자격,기능사,목공예기능사,,,
130,국가기술자격,기능사,축산기능사,,,
131,국가기술자격,기능사,식육처리기능사,,,
132,국가기술자격,기능사,버섯종균기능사,,,
133,국가기술자격,기능사,기중기운전기능사,,,
134,국가기술자격,기능사,굴착기운전기능사,,,
135,국가기술자격,기능사,불도저운전기능사,,,
136,국가기술자격,기능사,산림기능사,,,
137,국가기술자격,기능사,잠수기능사,,,
138,국가기술자격,기능사,종자기능사,,,
139,국가기술자격,기능사,지적기능사,,,
140,국가기술자격,기능사,임업종묘기능사,,,
141,국가기술자격,기능사,철근기능사,,,
142,국가기술자격,기능사,사진기능사,,,
143,국가기술자격,기능사,컴퓨터그래픽기능사,,,
144,국가기술자격,기능사,기계가공조립기능사,,,
145,국가기술자격,기능사,공조냉동기계기능사,,,
146,국가기술자격,기능사,가스기능사,,,
147,국가기술자격,기사,직업상담사2급,,,
148,국가기술자격,기사,사회조사분석사1급,,,
149,국가기술자격,기사,사회조사분석사2급,,,
150,국가기술자격,기능사,건축목공기능사,,,
151,국가기술자격,기능사,금속재창호기능사,,,
152,국가기술자격,기능사,미장기능사,,,
153,국가기술자격,기능사,열처리기능사,,,
154,국가기술자격,기능사,방수기능사,,,
155,국가기술자격,기능사,전산응용건축제도기능사,,,
156,국가기술자격,기능사,조적기능사,,,
157,국가기술자격,기사,양식조리산업기사,,,
158,국가기술자격,기사,일식조리산업기사,,,
159,국가기술자격,기사,중식조리산업기사,,,
160,국가기술자격,기사,복어조리산업기사,,,
161,국가기술자격,기능사,측량기능사,,,
162,국가기술자격,기능사,축로기능사,,,
163,국가기술자격,기능사,농기계정비기능사,,,
164,국가기술자격,기능사,자동차정비기능사,,,
165,국가기술자격,기능사,주조기능사,,,
166,국가기술자격,기능사,자동차차체수리기능사,,,
167,국가기술자격,기능사,금속재료시험기능사,,,
168,국가기술자격,기능사,제선기능사,,,
169,국가기술자격,기능사,전산응용기계제도기능사,,,
170,국가기술자격,기능사,정밀측정기능사,,,
171,국가기술자격,기능사,농기계운전기능사,,,
172,국가기술자격,기능장,건축일반시공기능장,,,
173,국가기술자격,기능장,주조기능장,,,
174,국가기술자격,기능장,표면처리기능장,,,
175,국가기술자격,기능장,자동차정비기능장,,,
176,국가기술자격,기능장,건설기계정비기능장,,,
177,국가기술자격,기사,교통산업기사,,,
178,국가기술자격,기사,귀금속가공산업기사,,,
179,국가기술자격,기사,어로산업기사,,,
180,국가기술자격,기능장,철도차량정비기능장,,,
181,국가기술자격,기능장,금형기능장,,,
182,국가기술자격,기능장,배관기능장,,,
183,국가기술자격,기사,산업위생관리산업기사,,,
184,국가기술자격,기능장,판금제관기능장,,,
185,국가기술자격,기능장,용접기능장,,,
186,국가기술자격,기사,폐기물처리산업기사,,,
187,국가기술자격,기사,포장산업기사,,,
188,국가기술자격,기사,제품디자인산업기사,,,
189,국가기술자격,기사,공조냉동기계산업기사,,,
190,국가기술자격,기사,화약류제조산업기사,,,
191,국가기술자격,기사,실내건축산업기사,,,
192,국가기술자격,기사,정보처리산업기사,,,
193,국가기술자격,기사,건설재료시험산업기사,,,
194,국가기술자격,기사,방사선비파괴검사산업기사,,,
195,국가기술자격,기사,한식조리산업기사,,,
196,국가기술자격,기사,패션디자인산업기사,,,
197,국가기술자격,기사,섬유디자인산업기사,,,
198,국가기술자격,기능사,전산응용토목제도기능사,,,
199,국가기술자격,기능장,조리기능장,,,
200,국가기술자격,기능장,제과기능장,,,
201,국가기술자격,기능장,미용장,,,
202,국가기술자격,기능장,이용장,,,
203,국가기술자격,기능장,귀금속가공기능장,,,
204,국가기술자격,기능장,건축목재시공기능장,,,
205,국가기술자격,기사,초음파비파괴검사산업기사,,,
206,국가기술자격,기사,침투비파괴검사산업기사,,,
207,국가기술자격,기능장,기계가공기능장,,,
208,국가기술자격,기능장,가스기능장,,,
209,국가기술자격,기능장,전자기능장,,,
210,국가기술자격,기사,소방설비산업기사,전기분야,,
211,국가기술자격,기사,소음진동산업기사,,,
212,국가기술자격,기능장,금속재료기능장,,,
213,국가기술자격,기능장,제선기능장,,,
214,국가기술자격,기능장,제강기능장,,,
215,국가기술자격,기능장,압연기능장,,,
216,국가기술자격,기사,피아노조율산업기사,,,
217,국가기술자격,기사,소방설비산업기사,기계분야,,
218,국가기술자격,기사,자기비파괴검사산업기사,,,
219,국가기술자격,기능장,에너지관리기능장,,,
220,국가기술자격,기사,농업기계산업기사,,,
221,국가기술자격,기사,사출금형산업기사,,,
222,국가기술자격,기사,공조냉동기계기사,,,
223,국가기술자격,기사,프레스금형산업기사,,,
224,국가기술자격,기사,철도차량산업기사,,,
225,국가기술자격,기사,소방설비기사,기계분야,,
226,국가기술자격,기사,대기환경기사,,,
227,국가기술자격,기사,용접산업기사,,,
228,국가기술자격,기사,가스기사,,,
229,국가기술자격,기사,건축기사,,,
230,국가기술자격,기사,건축설비기사,,,
231,국가기술자격,기사,폐기물처리기사,,,
232,국가기술자격,기사,기계조립산업기사,,,
233,국가기술자격,기사,축산기사,,,
234,국가기술자격,기사,임산가공기사,,,
235,국가기술자격,기사,식품안전기사,,,
236,국가기술자격,기사,수산제조기사,,,
237,국가기술자격,기사,승강기기사,,,
238,국가기술자격,기사,종자기사,,,
239,국가기술자격,기사,포장기사,,,
240,국가기술자격,기사,제품디자인기사,,,
241,국가기술자격,기사,시설원예기사,,,
242,국가기술자격,기사,시각디자인기사,,,
243,국가기술자격,기사,바이오화학제품제조기사,,,
244,국가기술자격,기술사,폐기물처리기술사,,,
245,국가기술자격,기사,화약류관리기사,,,
246,국가기술자격,기사,산업위생관리기사,,,
247,국가기술자격,기사,해양공학기사,,,
248,국가기술자격,기사,광학기사,,,
249,국가기술자격,기사,산업안전기사,,,
250,국가기술자격,기사,건설안전기사,,,
251,국가기술자격,기사,측량및지형공간정보기사,,,
252,국가기술자격,기사,프레스금형기사,,,
253,국가기술자격,기사,철도차량기사,,,
254,국가기술자격,기사,지적기사,,,
255,국가기술자격,기사,인쇄설계기사,,,
256,국가기술자격,기사,해양환경기사,,,
257,국가기술자격,기사,해양자원개발기사,,,
258,국가기술자격,기사,건설기계설비기사,,,
259,국가기술자격,기사,건설기계정비기사,,,
260,국가기술자격,기사,일반기계기사,,,
261,국가기술자격,기사,용접기사,,,
262,국가기술자격,기사,도시계획기사,,,
263,국가기술자격,기사,조경기사,,,
264,국가기술자격,기사,농업기계기사,,,
265,국가기술자격,기사,사출금형기사,,,
266,국가기술자격,기술사,소음진동기술사,,,
267,국가기술자격,기술사,농화학기술사,,,
268,국가기술자격,기사,정보처리기사,,,
269,국가기술자격,기사,전자계산기기사,,,
270,국가기술자격,기사,전자계산기조직응용기사,,,
271,국가기술자격,기사,실내건축기사,,,
272,국가기술자격,기술사,교통기술사,,,
273,국가기술자격,기사,수산양식기사,,,
274,국가기술자격,기사,침투비파괴검사기사,,,
275,국가기술자격,기사,와전류비파괴검사기사,,,
276,국가기술자격,기사,수질환경기사,,,
277,국가기술자격,기사,소음진동기사,,,
278,국가기술자격,기사,누설비파괴검사기사,,,
279,국가기술자격,기사,기상기사,,,
280,국가기술자격,기사,의류기사,,,
281,국가기술자격,기사,소방설비기사,전기분야,,
282,국가기술자격,기사,자기비파괴검사기사,,,
283,국가기술자격,기사,식물보호기사,,,
284,국가기술자격,기사,임업종묘기사,,,
285,국가기술자격,기사,건축일반시공산업기사,,,
286,국가기술자격,기사,건축목공산업기사,,,
287,국가기술자격,기사,대기환경산업기사,,,
288,국가기술자격,기사,수질환경산업기사,,,
289,국가기술자격,기사,조선산업기사,,,
290,국가기술자격,기사,식물보호산업기사,,,
291,국가기술자격,기사,수산양식산업기사,,,
292,국가기술자격,기사,잠수산업기사,,,
293,국가기술자격,기사,건축산업기사,,,
294,국가기술자격,기사,건축설비산업기사,,,
295,국가기술자격,기사,전기산업기사,,,
296,국가기술자격,기사,전기공사산업기사,,,
297,국가기술자격,기사,산림산업기사,,,
298,국가기술자격,기사,축산산업기사,,,
299,국가기술자격,기사,식품산업기사,,,
300,국가기술자격,기사,철도신호산업기사,,,
301,국가기술자격,기사,전자산업기사,,,
302,국가기술자격,기사,화약류관리산업기사,,,
303,국가기술자격,기사,종자산업기사,,,
304,국가기술자격,기사,가스산업기사,,,
305,국가기술자격,기사,항공산업기사,,,
306,국가기술자격,기사,토목산업기사,,,
307,국가기술자격,기사,주조산업기사,,,
308,국가기술자격,기사,표면처리산업기사,,,
309,국가기술자격,기사,시각디자인산업기사,,,
310,국가기술자격,기사,건설안전산업기사,,,
311,국가기술자격,기사,디지털인쇄산업기사,,,
312,국가기술자격,기사,승강기산업기사,,,
313,국가기술자격,기사,측량및지형공간정보산업기사,,,
314,국가기술자격,기사,지적산업기사,,,
315,국가기술자격,기사,금속재료산업기사,,,
316,국가기술자격,기사,정밀측정산업기사,,,
317,국가기술자격,기사,해양조사산업기사,,,
318,국가기술자격,기사,산업안전산업기사,,,
319,국가기술자격,기사,조경산업기사,,,
320,국가기술자격,기사,자동차정비산업기사,,,
321,국가기술자격,기사,건설기계설비산업기사,,,
322,국가기술자격,기사,배관산업기사,,,
323,국가기술자격,기사,방사선비파괴검사기사,,,
324,국가기술자격,기사,초음파비파괴검사기사,,,
325,국가기술자격,기사,철도신호기사,,,
326,국가기술자격,기사,전기철도기사,,,
327,국가기술자격,기사,건설기계정비산업기사,,,
328,국가기술자격,기사,기계설계산업기사,,,
329,국가기술자격,기사,건설재료시험기사,,,
330,국가기술자격,기사,교통기사,,,
331,국가기술자격,기사,철도토목기사,,,
332,국가기술자격,기사,자동화설비산업기사,,,
333,국가기술자격,기사,설비보전산업기사,,,
334,국가기술자격,기사,임상심리사,,,1급
335,국가기술자격,기사,임상심리사,,,2급
336,국가기술자격,기사,텔레마케팅관리사,,,
337,국가기술자격,기사,멀티미디어콘텐츠제작전문가,,,
338,국가기술자격,기술사,전자응용기술사,,,
339,국가기술자격,기술사,발송배전기술사,,,
340,국가기술자격,기술사,소방기술사,,,
341,국가기술자격,기능사,천장크레인운전기능사,,,
342,국가기술자격,기능사,선박기관정비기능사,,,
343,국가기술자격,기사,응용지질기사,,,
344,국가기술자격,기사,사무자동화산업기사,,,
345,국가기술자격,기능사,플라스틱창호기능사,,,
346,국가기술자격,기사,소비자전문상담사,,,1급
347,국가기술자격,기술사,전기응용기술사,,,
348,국가기술자격,기술사,철도신호기술사,,,
349,국가기술자격,기사,콘크리트기사,,,
350,국가기술자격,기사,콘크리트산업기사,,,
351,국가기술자격,기능사,화훼장식기능사,,,
352,국가기술자격,기능사,웹디자인개발기능사,,,
353,국가기술자격,기사,자연생태복원기사,,,
354,국가기술자격,기사,자연생태복원산업기사,,,
355,국가기술자격,기사,토양환경기사,,,
356,국가기술자격,기술사,토양환경기술사,,,
357,국가기술자격,기술사,자연환경관리기술사,,,
358,국가기술자격,기사,궤도장비정비기사,,,
359,국가기술자격,기사,궤도장비정비산업기사,,,
360,국가기술자격,기능사,궤도장비정비기능사,,,
361,국가기술자격,기술사,금속재료기술사,,,
362,국가기술자격,기술사,표면처리기술사,,,
363,국가기술자격,기술사,금속가공기술사,,,
364,국가기술자격,기술사,차량기술사,,,
365,국가기술자격,기사,유기농업기사,,,
366,국가기술자격,기사,유기농업산업기사,,,
367,국가기술자격,기사,생물분류기사,식물,,
368,국가기술자격,기사,생물분류기사,동물,,
369,국가기술자격,기술사,인간공학기술사,,,
370,국가기술자격,기사,인간공학기사,,,
371,국가기술자격,기술사,공조냉동기계기술사,,,
372,국가기술자격,기술사,건설기계기술사,,,
373,국가기술자격,기술사,대기관리기술사,,,
374,국가기술자격,기술사,수질관리기술사,,,
375,국가기술자격,기술사,축산기술사,,,
376,국가기술자격,기사,항공기사,,,
377,국가기술자격,기사,토목기사,,,
378,국가기술자격,기술사,수산제조기술사,,,
379,국가기술자격,기술사,제품디자인기술사,,,
380,국가기술자격,기술사,종자기술사,,,
381,국가기술자격,기술사,시설원예기술사,,,
382,국가기술자격,기술사,세라믹기술사,,,
383,국가기술자격,기술사,식품기술사,,,
384,국가기술자격,기술사,토목품질시험기술사,,,
385,국가기술자격,기사,전기기사,,,
386,국가기술자격,기사,전기공사기사,,,
387,국가기술자격,기사,전자기사,,,
388,국가기술자격,기술사,비파괴검사기술사,,,
389,국가기술자격,기술사,산업위생관리기술사,,,
390,국가기술자격,기술사,가스기술사,,,
391,국가기술자격,기술사,공장관리기술사,,,
392,국가기술자격,기술사,품질관리기술사,,,
393,국가기술자격,기사,화공기사,,,
394,국가기술자격,기사,화약류제조기사,,,
395,국가기술자격,기술사,포장기술사,,,
396,국가기술자격,기술사,기계안전기술사,,,
397,국가기술자격,기술사,화공안전기술사,,,
398,국가기술자격,기술사,전기안전기술사,,,
399,국가기술자격,기술사,건설안전기술사,,,
400,국가기술자격,기술사,측량및지형공간정보기술사,,,
401,국가기술자격,기술사,지적기술사,,,
402,국가기술자격,기술사,해양기술사,,,
403,국가기술자격,기술사,수산양식기술사,,,
404,국가기술자격,기술사,어업기술사,,,
405,국가기술자격,기술사,도시계획기술사,,,
406,국가기술자격,기능사,전자캐드기능사,,,
407,국가기술자격,기사,자동차정비기사,,,
408,국가기술자격,기술사,정보관리기술사,,,
409,국가기술자격,기술사,조경기술사,,,
410,국가기술자격,기술사,용접기술사,,,
411,국가기술자격,기술사,금형기술사,,,
412,국가기술자격,기술사,의류기술사,,,
413,국가기술자격,기술사,화약류관리기술사,,,
414,국가기술자격,기술사,건축품질시험기술사,,,
415,국가기술자격,기술사,건축구조기술사,,,
416,국가기술자격,기술사,건축기계설비기술사,,,
417,국가기술자격,기술사,건축전기설비기술사,,,
418,국가기술자격,기술사,건축시공기술사,,,
419,국가기술자격,기술사,전기철도기술사,,,
420,국가기술자격,기술사,수자원개발기술사,,,
421,국가기술자격,기술사,상하수도기술사,,,
422,국가기술자격,기술사,농어업토목기술사,,,
423,국가기술자격,기술사,토목시공기술사,,,
424,국가기술자격,기술사,토질및기초기술사,,,
425,국가기술자격,기술사,지질및지반기술사,,,
426,국가기술자격,기술사,토목구조기술사,,,
427,국가기술자격,기술사,항만및해안기술사,,,
428,국가기술자격,기술사,도로및공항기술사,,,
429,국가기술자격,기술사,철도기술사,,,
430,국가기술자격,기술사,철도차량기술사,,,
431,국가기술자격,기능사,자동화설비기능사,,,
432,국가기술자격,기사,패션머천다이징산업기사,,,
433,국가기술자격,기사,항로표지기사,,,
434,국가기술자격,기사,항로표지산업기사,,,
435,국가기술자격,기능사,항로표지기능사,,,
436,국가기술자격,기사,컬러리스트기사,,,
437,국가기술자격,기사,컬러리스트산업기사,,,
438,국가기술자격,기능사,제품응용모델링기능사,,,
439,국가기술자격,기술사,기상예보기술사,,,
440,국가기술자격,기술사,항공기체기술사,,,
441,국가기술자격,기술사,항공기관기술사,,,
442,국가기술자격,기능사,전자출판기능사,,,
443,국가기술자격,기사,컨벤션기획사,,,1급
444,국가기술자격,기사,소비자전문상담사,,,2급
445,국가기술자격,기능장,전기기능장,,,
446,국가기술자격,기능사,배관기능사,,,
447,국가기술자격,기능사,표면처리기능사,,,
448,국가기술자격,기능사,인쇄기능사,,,
449,국가기술자격,기능사,식품가공기능사,,,
450,국가기술자격,기능사,전기기능사,,,
451,국가기술자격,기능사,원예기능사,,,
452,국가기술자격,기사,철도운송산업기사,,,
453,국가기술자격,기술사,산림기술사,,,
454,국가기술자격,기사,금속재료기사,,,
455,국가기술자격,기사,전자계산기제어산업기사,,,
456,국가기술자격,기능사,컴퓨터응용선반기능사,,,
457,국가기술자격,기능사,컴퓨터응용밀링기능사,,,
458,국가기술자격,기능사,철도차량정비기능사,,,
459,국가기술자격,기능사,압연기능사,,,
460,국가기술자격,기능사,피복아크용접기능사,,,
461,국가기술자격,기사,어업생산관리기사,,,
462,국가기술자격,기사,에너지관리기사,,,
463,국가기술자격,기사,에너지관리산업기사,,,
464,국가기술자격,기사,화훼장식기사,,,
465,국가기술자격,기사,스포츠경영관리사,,,
466,국가기술자격,기술사,산업계측제어기술사,,,
467,국가기술자격,기사,위험물산업기사,,,
468,국가기술자격,기능장,위험물기능장,,,
469,국가기술자격,기능사,유기농업기능사,,,
470,국가기술자격,기능사,자동차보수도장기능사,,,
471,국가기술자격,기사,설비보전기사,,,
472,국가기술자격,기능사,설비보전기능사,,,
473,국가기술자격,기사,전자부품장착산업기사,,,
474,국가기술자격,기능사,전자부품장착기능사,,,
475,국가기술자격,기사,화학분석기사,,,
476,국가기술자격,기능사,타워크레인운전기능사,,,
477,국가기술자격,기사,반도체설계산업기사,,,
478,국가기술자격,기사,컨벤션기획사,,,2급
479,국가기술자격,기술사,산업기계설비기술사,,,
480,국가기술자격,기술사,화공기술사,,,
481,국가기술자격,기술사,조선기술사,,,
482,국가기술자격,기사,직업상담사,,,1급
483,국가기술자격,기사,품질경영기사,,,
484,국가기술자격,기능사,의료전자기능사,,,
485,국가기술자격,기사,의공산업기사,,,
486,국가기술자격,기사,의공기사,,,
487,국가기술자격,기능사,미용사,일반,,
488,국가기술자격,기능사,미용사,피부,,
489,국가기술자격,기사,전기철도산업기사,,,
490,국가기술자격,기사,산림기사,,,
491,국가기술자격,기사,판금제관산업기사,,,
492,국가기술자격,기사,컴퓨터응용가공산업기사,,,
493,국가기술자격,기사,품질경영산업기사,,,
494,국가전문자격,경매사,경매사,수산,,
495,국가전문자격,경매사,경매사,축산,,
496,국가전문자격,경매사,경매사,약용,,
497,국가전문자격,관광통역안내사,관광통역안내사,,,
498,국가전문자격,관광통역안내사,관광통역안내사,,아랍어,
499,국가전문자격,관광통역안내사,관광통역안내사,,베트남어,
500,국가전문자격,관광통역안내사,관광통역안내사,,말레이/인도네시아어,
501,국가전문자격,경매사,경매사,화훼,,
502,국가전문자격,경매사,경매사,양곡,,
503,국가전문자격,관광통역안내사,관광통역안내사,,이탈리아어,
504,국가전문자격,경매사,경매사,청과,,
505,국가전문자격,청소년지도사,청소년지도사,,,1급
506,국가전문자격,청소년지도사,청소년지도사,,,2급
507,국가전문자격,청소년지도사,청소년지도사,,,3급
508,국가전문자격,청소년상담사,청소년상담사,,,1급
509,국가전문자격,청소년상담사,청소년상담사,,,2급
510,국가전문자격,청소년상담사,청소년상담사,,,3급
511,국가기술자격,기술사,기계기술사,,,
512,국가기술자격,기술사,컴퓨터시스템응용기술사,,,
513,국가기술자격,기술사,섬유기술사,,,
514,국가기술자격,기능사,금형기능사,,,
515,국가기술자격,기능사,건설기계정비기능사,,,
516,국가기술자격,기능사,판금제관기능사,,,
517,국가기술자격,기능사,남성복기능사,,,
518,국가기술자격,기능사,제강기능사,,,
519,국가기술자격,기사,기상감정기사,,,
520,국가기술자격,기사,재료조직평가산업기사,,,
521,국가기술자격,기사,섬유기사,,,
522,국가기술자격,기능사,에너지관리기능사,,,
523,국가기술자격,기능사,여성복기능사,,,
524,국가기술자격,기능사,위험물기능사,,,
525,국가기술자격,기능사,컨테이너크레인운전기능사,,,
526,국가기술자격,기사,섬유산업기사,,,
527,국가기술자격,기능사,철도전기신호기능사,,,
528,국가기술자격,기사,광학기기산업기사,,,
529,국가기술자격,기술사,금속제련기술사,,,
530,국가전문자격,산업안전지도사,산업안전지도사,건설안전,,
531,국가전문자격,산업안전지도사,산업안전지도사,화공안전,,
532,국가기술자격,기사,신재생에너지발전설비기사,태양광,,
533,국가기술자격,기능사,신재생에너지발전설비기능사,태양광,,
534,국가기술자격,기사,그린전동자동차기사,,,
535,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,온돌공,,
536,국가전문자격,국가유산수리기능자(24종목),국가유산수리기능자,모사공,,
537,국가전문자격,수산물품질관리사,수산물품질관리사,,,
538,국가전문자격,산업보건지도사,산업보건지도사,직업환경의학,,
539,국가전문자격,산업보건지도사,산업보건지도사,산업위생공학,,
540,국가기술자격,기사,임베디드기사,,,
541,국가기술자격,기사,국제의료관광코디네이터,,,
542,국가기술자격,기능사,반도체설비보전기능사,,,
543,국가기술자격,기능사,미용사,네일,,
544,국가기술자격,기능사,미용사,메이크업,,
545,국가전문자격,산업안전지도사,산업안전지도사,기계안전,,
546,국가전문자격,행정사,외국어번역행정사,,,
547,국가전문자격,손해평가사,손해평가사,,,
548,국가기술자격,기사,신재생에너지발전설비산업기사,태양광,,
549,국가기술자격,기사,화재감식평가산업기사,,,
550,국가전문자격,행정사,해사행정사,,,
551,국가기술자격,기능사,천공기운전기능사,,,
