고유 번호,자격구분명,계열명,종목명,상세분야,언어,급수
762,일학습병행자격,L3,소방공사관리,,,
763,일학습병행자격,L5,사회복지서비스,,,
764,일학습병행자격,L4,청소년활동,,,
765,일학습병행자격,L5,공연기술감독,,,
766,일학습병행자격,L5,공연영상,,,
767,일학습병행자격,L5,해상교통관제,,,
768,일학습병행자격,L5,자산운용,,,
769,일학습병행자격,L3,공연조명,,,
770,일학습병행자격,L5,공연무대의상,,,
771,일학습병행자격,L5,학예,,,
772,일학습병행자격,L3,호텔객실,서비스사,,
773,일학습병행자격,L3,토목설계,,,
774,일학습병행자격,L5,해양측량관측,,,
775,일학습병행자격,L5,항공기정비,,,
776,일학습병행자격,L2,탄소제품제조,,,
777,일학습병행자격,L3,석유화학제품제조,산알칼리,,
778,일학습병행자격,L4,신발제조,,,
779,일학습병행자격,L2,전기시공,,,
780,일학습병행자격,L5,철도신호시공,,,
781,일학습병행자격,L3,유제품가공,농축건조,,
782,일학습병행자격,L3,어로관리,,,
783,일학습병행자격,L3,마케팅·커뮤니케이션,,,
784,일학습병행자격,L5,광고·홍보,,,
785,일학습병행자격,L5,마케팅전략기획,,,
786,일학습병행자격,L5,마케팅통계분석,,,
787,일학습병행자격,L3,총무·인사,,,
788,일학습병행자격,L5,총무·인사,,,
789,일학습병행자격,L2,세무·회계정보관리,,,
790,일학습병행자격,L3,세무·회계정보관리,,,
791,일학습병행자격,L4,산업물류,,,
792,일학습병행자격,L3,생산관리,,,
793,일학습병행자격,L5,생산관리,,,
794,일학습병행자격,L3,품질경영,,,
795,일학습병행자격,L5,품질경영,,,
796,일학습병행자격,L5,은행금융자산관리,,,
797,일학습병행자격,L5,증권금융자산관리,,,
798,일학습병행자격,L5,신용분석,,,
799,일학습병행자격,L5,채권관리,,,
800,일학습병행자격,L3,신용카드운영,,,
801,일학습병행자격,L5,투자금융,IB,,
802,일학습병행자격,L3,보험영업·계약관리,,,
803,일학습병행자격,L5,보험영업·계약관리,,,
804,일학습병행자격,L5,출판에디터,,,
805,일학습병행자격,L2,평판인쇄,,,
806,일학습병행자격,L4,프리프레스,,,
807,일학습병행자격,L3,특수인쇄,,,
808,일학습병행자격,L3,소믈리에,,,
809,일학습병행자격,L3,바리스타,,,
810,일학습병행자격,L3,바텐더,,,
811,일학습병행자격,L3,토목·건축관리,,,
812,일학습병행자격,L2,토공·포장,,,
813,일학습병행자격,L3,토목설계,,,
814,일학습병행자격,L5,토목설계,,,
815,일학습병행자격,L3,상하수도시공,,,
816,일학습병행자격,L2,궤도시공,,,
817,일학습병행자격,L2,수중구조물시공및준설,,,
818,일학습병행자격,L5,토목시공관리,,,
819,일학습병행자격,L2,측량·지리정보개발,,,
820,일학습병행자격,L5,측량·지리정보개발,,,
821,일학습병행자격,L3,건축설계,,,
822,일학습병행자격,L5,건축구조설계,,,
823,일학습병행자격,L2,목공·수장시공,,,
824,일학습병행자격,L2,미장·방수·타일시공,,,
825,일학습병행자격,L2,건축도장시공,,,
826,일학습병행자격,L2,철근콘크리트·가설시공,,,
827,일학습병행자격,L5,석유화학제품제조,합성원료,,
828,일학습병행자격,L5,정밀화학제품제조,계면활성제,,
829,일학습병행자격,L5,정밀화학제품제조,농약,,
830,일학습병행자격,L5,정밀화학제품제조,색소,,
831,일학습병행자격,L5,정밀화학제품제조,접착제,,
832,일학습병행자격,L5,정밀화학제품제조,첨가제,,
833,일학습병행자격,L5,플라스틱제품제조,사출,,
834,일학습병행자격,L5,플라스틱제품제조,중공진공,,
835,일학습병행자격,L5,플라스틱제품제조,코팅,,
836,일학습병행자격,L5,화학공정유지운영,,,
837,일학습병행자격,L5,화학물질분석,,,
838,일학습병행자격,L5,화학물질취급관리,,,
839,일학습병행자격,L4,선박의장,,,
840,일학습병행자격,L3,항공기기체정비,,,
841,일학습병행자격,L2,강관제조,,,
842,일학습병행자격,L4,강관제조,,,
843,일학습병행자격,L2,도금,,,
844,일학습병행자격,L4,도금,,,
845,일학습병행자격,L2,금속도장,,,
846,일학습병행자격,L4,금속도장,,,
847,일학습병행자격,L2,수동용접,CO2용접,,
848,일학습병행자격,L2,수동용접,가스텅스텐아크용접,,
849,일학습병행자격,L2,수동용접,가스메탈아크용접,,
850,일학습병행자격,L4,수동용접,CO2용접,,
851,일학습병행자격,L4,수동용접,가스텅스텐아크용접,,
852,일학습병행자격,L4,수동용접,가스메탈아크용접,,
853,일학습병행자격,L2,자동용접,로봇용접,,
854,일학습병행자격,L4,자동용접,로봇용접,,
855,일학습병행자격,L4,세라믹제조,,,
856,일학습병행자격,L2,세라믹제조,,,
857,일학습병행자격,L2,유리재료제조,,,
858,일학습병행자격,L4,유리재료제조,,,
859,일학습병행자격,L2,탄소제품제조,,,
860,일학습병행자격,L4,탄소제품제조,,,
861,일학습병행자격,L5,화학물질분석,,,
862,일학습병행자격,L3,화학물질분석,,,
863,일학습병행자격,L5,화학물질취급관리,,,
864,일학습병행자격,L3,화학물질취급관리,,,
865,일학습병행자격,L3,기초석유화학제품제조,,,
866,일학습병행자격,L5,기초석유화학제품제조,,,
867,일학습병행자격,L3,고분자복합재료제조,,,
868,일학습병행자격,L5,고분자복합재료제조,,,
869,일학습병행자격,L3,고분자제품제조,,,
870,일학습병행자격,L3,의약품제조,,,
871,일학습병행자격,L5,의약품제조,,,
872,일학습병행자격,L3,화장품제조,,,
873,일학습병행자격,L5,화장품제조,,,
874,일학습병행자격,L3,검수,,,
875,일학습병행자격,L3,해상교통관제,,,
876,일학습병행자격,L4,부동산경·공매,,,
877,일학습병행자격,L5,건설사업관리,,,
878,일학습병행자격,L5,산업환경기계설비,,,
879,일학습병행자격,L5,해양자원탐사·개발관리,,,
880,일학습병행자격,L3,건축사업관리,,,
881,일학습병행자격,L5,재무기획관리,,,
882,일학습병행자격,L4,산업물류,,,
883,일학습병행자격,L3,품질보증,,,
884,일학습병행자격,L3,손해사정,,,
885,일학습병행자격,L5,평생교육프로그램개발운영,,,
886,일학습병행자격,L5,소방공사관리,,,
887,일학습병행자격,L5,의료기관의료기기안전,,,
888,일학습병행자격,L4,보육현장,,,
889,일학습병행자격,L5,구매조달관리,,,
890,일학습병행자격,L5,자재관리,,,
891,일학습병행자격,L5,품질기획,,,
892,일학습병행자격,L5,품질보증,,,
893,일학습병행자격,L5,SCM관리,,,
894,일학습병행자격,L4,경영통계분석,,,
895,일학습병행자격,L4,광고홍보,,,
896,일학습병행자격,L4,마케팅전략기획,,,
897,일학습병행자격,L4,품질운영,,,
898,일학습병행자격,L3,공정관리,,,
899,일학습병행자격,L3,구매조달관리,,,
900,일학습병행자격,L3,구매조달관리,,,
901,일학습병행자격,L3,세무·회계정보관리,,,
902,일학습병행자격,L3,수출입관리,,,
903,일학습병행자격,L3,총무·인사,,,
904,일학습병행자격,L3,품질운영,,,
905,일학습병행자격,L3,SCM관리,,,
906,일학습병행자격,L2,세무·회계정보관리,,,
907,일학습병행자격,L5,계약심사,언더라이팅,,
908,일학습병행자격,L3,금융업무관리,,,
909,일학습병행자격,L5,손해사정,,,
910,일학습병행자격,L5,신용분석,,,
911,일학습병행자격,L5,인보험계약심사,언더라이팅,,
912,일학습병행자격,L5,재물보험계약심사,언더라이팅,,
913,일학습병행자격,L3,사출금형제작,,,
914,일학습병행자격,L3,프레스금형설계,,,
915,일학습병행자격,L5,프레스금형설계,,,
916,일학습병행자격,L3,프레스금형제작,,,
917,일학습병행자격,L3,금속재료평가,,,
918,일학습병행자격,L4,금속재료평가,,,
919,일학습병행자격,L5,금속재료설계,,,
920,일학습병행자격,L2,제선,,,
921,일학습병행자격,L4,제선,,,
922,일학습병행자격,L4,제강,,,
923,일학습병행자격,L4,열간압연,,,
924,일학습병행자격,L2,냉간압연,,,
925,일학습병행자격,L2,비철금속건식제련,,,
926,일학습병행자격,L4,비철금속건식제련,,,
927,일학습병행자격,L4,비철금속습식제련,,,
928,일학습병행자격,L2,주조,,,
929,일학습병행자격,L4,주조,,,
930,일학습병행자격,L3,단조압출인발,단조,,
931,일학습병행자격,L3,단조압출인발,압출인발,,
932,일학습병행자격,L4,열처리,,,
933,일학습병행자격,L2,선재가공,,,
934,일학습병행자격,L4,선재가공,,,
935,일학습병행자격,L3,판금제관,,,
936,일학습병행자격,L2,강관제조,,,
937,일학습병행자격,L4,강관제조,,,
938,일학습병행자격,L2,도금,,,
939,일학습병행자격,L4,도금,,,
940,일학습병행자격,L2,금속도장,,,
941,일학습병행자격,L3,광산환경관리,,,
942,일학습병행자격,L3,바이오에너지생산기술,,,
943,일학습병행자격,L3,비파괴검사관리,,,
944,일학습병행자격,L3,산업안전관리,,,
945,일학습병행자격,L3,산업환경보건관리,,,
946,일학습병행자격,L3,실내공기질관리,,,
947,일학습병행자격,L3,바이오제품제조,,,
948,일학습병행자격,L3,석유화학제품제조,비료,,
949,일학습병행자격,L3,석유화학제품제조,석유,,
950,일학습병행자격,L3,석유화학제품제조,석유화학,,
951,일학습병행자격,L3,석유화학제품제조,합성수지,,
952,일학습병행자격,L3,석유화학제품제조,합성원료,,
953,일학습병행자격,L3,정밀화학제품제조,계면활성제,,
954,일학습병행자격,L3,나전칠기,,,
955,일학습병행자격,L3,칠공예,,,
956,일학습병행자격,L3,목공예,,,
957,일학습병행자격,L2,석공예,,,
958,일학습병행자격,L3,금속공예,,,
959,일학습병행자격,L3,도자공예,,,
960,일학습병행자격,L3,섬유공예,,,
961,일학습병행자격,L2,단위화훼장식,,,
962,일학습병행자격,L4,단위화훼장식,,,
963,일학습병행자격,L3,가구제작,,,
964,일학습병행자격,L2,주얼리머천다이징,,,
965,일학습병행자격,L4,주얼리머천다이징,,,
966,일학습병행자격,L3,보석감정,,,
967,일학습병행자격,L3,보석디자인,,,
968,일학습병행자격,L2,귀금속가공,,,
969,일학습병행자격,L5,기후대기관리,,,
970,일학습병행자격,L5,자원순환관리,,,
971,일학습병행자격,L5,토양지하수관리,,,
972,일학습병행자격,L5,수질관리,,,
973,일학습병행자격,L4,정수장운영관리,,,
974,일학습병행자격,L3,실내공기질관리,,,
975,일학습병행자격,L5,위해성관리,,,
976,일학습병행자격,L3,생태복원관리,,,
977,일학습병행자격,L5,생태복원관리,,,
978,일학습병행자격,L4,환경시설관리,,,
979,일학습병행자격,L5,환경영향평가,,,
980,일학습병행자격,L3,광산조사·탐사,,,
981,일학습병행자격,L5,광산조사·탐사,,,
982,일학습병행자격,L3,광물·석유자원개발,,,
983,일학습병행자격,L3,기능성정밀화학제품제조,,,
984,일학습병행자격,L5,기능성정밀화학제품제조,,,
985,일학습병행자격,L3,도료제조,,,
986,일학습병행자격,L3,바이오의약품제조,,,
987,일학습병행자격,L5,바이오의약품제조,,,
988,일학습병행자격,L3,바이오화학제품제조,,,
989,일학습병행자격,L5,바이오화학제품제조,,,
990,일학습병행자격,L3,플라스틱사출성형품제조,,,
991,일학습병행자격,L3,플라스틱압출제품제조,,,
992,일학습병행자격,L5,플라스틱압출제품제조,,,
993,일학습병행자격,L3,합섬원사생산,,,
994,일학습병행자격,L3,방적원사생산,,,
995,일학습병행자격,L3,제직생산,,,
996,일학습병행자격,L3,편직생산,,,
997,일학습병행자격,L3,섬유염색가공,,,
998,일학습병행자격,L5,섬유염색가공,,,
999,일학습병행자격,L5,섬유품질경영관리,,,
1000,일학습병행자격,L4,패션머천다이징,,,
1001,일학습병행자격,L4,패션디자인,,,
1002,일학습병행자격,L3,패턴메이킹,,,
1003,일학습병행자격,L3,제직의류생산,,,
1004,일학습병행자격,L3,가죽·모피생산,,,
1005,일학습병행자격,L3,패션소품생산,,,
1006,일학습병행자격,L2,패션제품유통,,,
1007,일학습병행자격,L4,패션제품유통,,,
1008,일학습병행자격,L5,전력계통설계,,,
1009,일학습병행자격,L5,전기기기설계,,,
1010,일학습병행자격,L3,전기기기제작,,,
1011,일학습병행자격,L2,전기기기제작,,,
1012,일학습병행자격,L3,전기설계,,,
1013,일학습병행자격,L5,전기설계,,,
1014,일학습병행자격,L3,전기시공,,,
1015,일학습병행자격,L2,전기시공,,,
1016,일학습병행자격,L5,전기설비시공,,,
1017,일학습병행자격,L2,자동제어기기제작,,,
1018,일학습병행자격,L3,자동제어기기제작,,,
1019,일학습병행자격,L5,채권관리,,,
1020,일학습병행자격,L5,투자금융,IB,,
1021,일학습병행자격,L5,금융자산관리,은행,,
1022,일학습병행자격,L3,보험영업·계약관리,,,
1023,일학습병행자격,L5,경력개발지도,,,
1024,일학습병행자격,L5,기업교육,,,
1025,일학습병행자격,L5,이러닝시스템개발,,,
1026,일학습병행자격,L5,이러닝콘텐츠개발,,,
1027,일학습병행자격,L4,이러닝과정운영,,,
1028,일학습병행자격,L3,이러닝관리,,,
1029,일학습병행자격,L3,직업교육,,,
1030,일학습병행자격,L5,기업재난관리,,,
1031,일학습병행자격,L5,방재,,,
1032,일학습병행자격,L5,지식재산사무,,,
1033,일학습병행자격,L4,소방설계·감리,,,
1034,일학습병행자격,L4,지식재산사무,,,
1035,일학습병행자격,L3,위험물안전관리,,,
1036,일학습병행자격,L3,요양보호,,,
1037,일학습병행자격,L3,의료코디네이터,,,
1038,일학습병행자격,L5,사회복지정책,,,
1039,일학습병행자격,L5,전직지원,,,
1040,일학습병행자격,L2,어촌체험관리,,,
1041,일학습병행자격,L4,어촌체험관리,,,
1042,일학습병행자격,L3,어장환경정화관리,,,
1043,일학습병행자격,L3,특수인쇄,스크린,,
1044,일학습병행자격,L5,공정관리,,,
1045,과정평가형자격,기사,용접산업기사,,,
1046,일학습병행자격,L4,냉동공조시공관리,,,
1047,일학습병행자격,L4,와이어방전가공,방전,,
1048,일학습병행자격,L4,특수가공,워터젯,,
1049,일학습병행자격,L3,동력기계설치·정비,,,
1050,일학습병행자격,L2,비철금속제련,,,
1051,일학습병행자격,L2,일반세라믹제조,,,
1052,일학습병행자격,L6,반응공정개발운전,,,
1053,일학습병행자격,L5,석유화학제품제조,산알칼리,,
1054,일학습병행자격,L3,연료전지에너지생산기술,,,
1055,일학습병행자격,L5,위해성관리,,,
1056,일학습병행자격,L3,태양광에너지생산기술,,,
1057,일학습병행자격,L3,폐자원에너지생산,,,
1058,일학습병행자격,L5,농업환경개선,,,
1059,일학습병행자격,L5,농촌체험,,,
1060,일학습병행자격,L5,사료생산,,,
1061,일학습병행자격,L5,산림보호,,,
1062,일학습병행자격,L5,산림조성,,,
1063,일학습병행자격,L5,신체손해사정,,,
1064,일학습병행자격,L5,차량손해사정,,,
1065,일학습병행자격,L5,재물손해사정,,,
1066,일학습병행자격,L3,화훼재배,,,
1067,일학습병행자격,L5,평생교육프로그램개발운영,,,
1068,일학습병행자격,L5,기업교육,,,
1069,일학습병행자격,L5,경력지도,,,
1070,일학습병행자격,L3,이러닝관리,,,
1071,일학습병행자격,L4,이러닝과정운영,,,
1072,일학습병행자격,L4,이러닝콘텐츠개발,,,
1073,일학습병행자격,L5,학습시스템개발전문가,,,
1074,일학습병행자격,L2,지식재산사무,,,
1075,일학습병행자격,L5,지식재산사무,,,
1076,일학습병행자격,L4,소방설계·감리,,,
1077,일학습병행자격,L3,소방공사관리,,,
1078,일학습병행자격,L3,위험물안전관리,,,
1079,일학습병행자격,L5,방재,,,
1080,일학습병행자격,L5,기업재난관리,,,
1081,일학습병행자격,L2,요양보호,,,
1082,일학습병행자격,L4,의료기관행정관리,,,
1083,일학습병행자격,L3,의료코디네이터,,,
1084,일학습병행자격,L5,사회복지정책,,,
1085,일학습병행자격,L3,사회복지서비스,,,
1086,일학습병행자격,L5,사회복지서비스,,,
1087,일학습병행자격,L5,직업상담,,,
1088,일학습병행자격,L4,취업알선,,,
1089,일학습병행자격,L5,전직지원,,,
1090,일학습병행자격,L5,광물·석유자원개발,,,
1091,일학습병행자격,L5,광산환경관리,,,
1092,일학습병행자격,L3,광산보안·화약류관리,,,
1093,과정평가형자격,기능사,조주기능사,,,
1094,과정평가형자격,기능사,미용사,일반,,
1095,과정평가형자격,기사,컨벤션기획사,,,2급
1096,과정평가형자격,기사,텔레마케팅관리사,,,
1097,일학습병행자격,L5,광산보안·화약류관리,,,
1098,일학습병행자격,L3,태양광에너지생산기술,,,
1099,일학습병행자격,L5,태양광에너지생산기술,,,
1100,일학습병행자격,L5,태양열에너지생산기술,,,
1101,일학습병행자격,L5,연료전지에너지생산기술,,,
1102,일학습병행자격,L5,바이오에너지생산기술,,,
1103,일학습병행자격,L3,정밀화학제품제조,색소,,
1104,일학습병행자격,L3,정밀화학제품제조,의약품,,
1105,일학습병행자격,L3,정밀화학제품제조,접착제,,
1106,일학습병행자격,L3,플라스틱제품제조,압출,,
1107,일학습병행자격,L3,플라스틱제품제조,중공진공,,
1108,일학습병행자격,L3,플라스틱제품제조,코팅,,
1109,일학습병행자격,L3,화학물질분석,,,
1110,일학습병행자격,L3,화학물질취급관리,,,
1111,일학습병행자격,L5,섬유생산공정관리,,,
1112,일학습병행자격,L5,섬유염색가공관리,,,
1113,일학습병행자격,L5,원사생산관리,방적,,
1114,일학습병행자격,L5,패션제품유통,,,
1115,일학습병행자격,L5,패턴메이킹,,,
1116,일학습병행자격,L4,원단생산관리,제직,,
1117,일학습병행자격,L4,패션제품유통,,,
1118,일학습병행자격,L4,편직의류생산,,,
1119,일학습병행자격,L3,가죽·모피생산,,,
1120,일학습병행자격,L3,비주얼머천다이징,,,
1121,일학습병행자격,L3,섬유생산공정관리,,,
1122,일학습병행자격,L3,원단생산관리,편직,,
1123,과정평가형자격,기사,소방설비산업기사,전기분야,,
1124,과정평가형자격,기사,실내건축기사,,,
1125,일학습병행자격,L2,건축도장시공,,,
1126,일학습병행자격,L2,궤도시공,,,
1127,일학습병행자격,L5,자동제어기기설계,,,
1128,일학습병행자격,L5,전기철도시공,,,
1129,일학습병행자격,L3,전기철도신호시공,,,
1130,일학습병행자격,L2,전기철도신호시공,,,
1131,일학습병행자격,L5,철도신호시공,,,
1132,일학습병행자격,L4,전자기기기획,,,
1133,일학습병행자격,L2,전자기기생산,,,
1134,일학습병행자격,L4,전자기기생산,,,
1135,일학습병행자격,L2,전자기기서비스,,,
1136,일학습병행자격,L4,전자기기서비스,,,
1137,일학습병행자격,L3,전자기기하드웨어개발,,,
1138,일학습병행자격,L5,전자기기하드웨어개발,,,
1139,일학습병행자격,L2,전자기기소프트웨어개발,,,
1140,일학습병행자격,L4,전자기기소프트웨어개발,,,
1141,일학습병행자격,L5,전자기기소프트웨어개발,,,
1142,일학습병행자격,L2,전자기기기구개발,,,
1143,일학습병행자격,L5,전자기기기구개발,,,
1144,일학습병행자격,L5,반도체장비개발,,,
1145,일학습병행자격,L3,반도체장비조립,,,
1146,일학습병행자격,L3,반도체제조운영,,,
1147,일학습병행자격,L3,반도체설계,,,
1148,일학습병행자격,L4,반도체설계,,,
1149,일학습병행자격,L4,디스플레이개발,,,
1150,일학습병행자격,L3,디스플레이생산,,,
1151,일학습병행자격,L4,디스플레이생산,,,
1152,일학습병행자격,L5,로봇기구개발,,,
1153,일학습병행자격,L5,로봇소프트웨어개발,,,
1154,일학습병행자격,L5,로봇제어기하드웨어개발,,,
1155,일학습병행자격,L3,SW개발,,,
1156,일학습병행자격,L5,SW개발,,,
1157,일학습병행자격,L4,패션머천다이징,,,
1158,일학습병행자격,L3,섬유염색가공관리,,,
1159,일학습병행자격,L3,패션소품생산,,,
1160,일학습병행자격,L4,SW테스터,,,
1161,일학습병행자격,L3,유선통신운용,,,
1162,일학습병행자격,L4,식품품질관리,,,
1163,일학습병행자격,L3,농산식품저장·유통,,,
1164,일학습병행자격,L5,기후대기관리,,,
1165,일학습병행자격,L5,소음진동관리,,,
1166,일학습병행자격,L5,토양지하수관리,,,
1167,일학습병행자격,L3,전특작재배,,,
1168,일학습병행자격,L5,공연무대디자이너,,,
1169,일학습병행자격,L5,디지털디자인,,,
1170,일학습병행자격,L5,서비스·경험디자인,,,
1171,일학습병행자격,L5,실용음악예술,프로덕션,,
1172,일학습병행자격,L4,문화재보수기능기술,단청,,
1173,일학습병행자격,L4,스마트앱디자인설계,,,
1174,일학습병행자격,L3,공연영상,,,
1175,일학습병행자격,L3,제품디자인,,,
1176,일학습병행자격,L5,열차운용DIA관리,,,
1177,일학습병행자격,L4,정비기지시설물유지보수,,,
1178,일학습병행자격,L3,수상레저기구운항,,,
1179,일학습병행자격,L3,부동산관리,,,
1180,일학습병행자격,L3,신변보호,,,
1181,일학습병행자격,L5,호텔객실,지배인,,
1182,일학습병행자격,L2,건설기계정비,,,
1183,일학습병행자격,L2,수상작업용건설기계조종,,,
1184,일학습병행자격,L2,천공기조종,,,
1185,일학습병행자격,L2,콘크리트공기계조종,,,
1186,일학습병행자격,L2,지게차조종,,,
1187,일학습병행자격,L2,건설용크레인조종,,,
1188,일학습병행자격,L2,항만용크레인조종,,,
1189,일학습병행자격,L3,이동식크레인정비,,,
1190,일학습병행자격,L2,산업용크레인조종,,,
1191,일학습병행자격,L3,굴삭기정비,,,
1192,일학습병행자격,L4,청소년활동,,,
1193,일학습병행자격,L4,청소년상담복지,,,
1194,일학습병행자격,L5,문화예술경영,,,
1195,일학습병행자격,L5,문헌정보관리,,,
1196,일학습병행자격,L4,실용음악크리에이팅,,,
1197,일학습병행자격,L4,실용음악보컬디렉팅,,,
1198,일학습병행자격,L5,사진촬영,,,
1199,일학습병행자격,L5,공연연출,,,
1200,일학습병행자격,L5,공연조명,,,
1201,일학습병행자격,L3,공연음향,,,
1202,일학습병행자격,L5,공연무대디자인,,,
1203,일학습병행자격,L5,공연무대감독,,,
1204,일학습병행자격,L5,공연기술감독,,,
1205,일학습병행자격,L5,공연무대제작,,,
1206,일학습병행자격,L5,공연무대의상,,,
1207,일학습병행자격,L3,무대영상,,,
1208,일학습병행자격,L5,산림토목,,,
1209,일학습병행자격,L5,수산양식,,,
1210,일학습병행자격,L5,씨앗생산,,,
1211,일학습병행자격,L5,어로관리,,,
1212,일학습병행자격,L5,영양체생산,,,
1213,일학습병행자격,L5,종자유통,,,
1214,일학습병행자격,L5,종축,,,
1215,일학습병행자격,L4,동물약품제조,,,
1216,일학습병행자격,L4,목재가공,,,
1217,일학습병행자격,L4,임산물생산관리,,,
1218,일학습병행자격,L4,임업종묘,,,
1219,일학습병행자격,L4,펄프·종이제조,,,
1220,일학습병행자격,L3,가금사육,,,
1221,일학습병행자격,L3,과수재배,,,
1222,일학습병행자격,L3,농업환경개선,,,
1223,일학습병행자격,L3,버섯재배,,,
1224,일학습병행자격,L3,사료생산,,,
1225,일학습병행자격,L3,산림조성,,,
1226,일학습병행자격,L3,수도작재배,,,
1227,일학습병행자격,L3,식품육종,,,
1228,일학습병행자격,L3,어장환경정화관리,,,
1229,일학습병행자격,L3,원사생산관리,방사,,
1230,일학습병행자격,L3,원사생산관리,방적,,
1231,일학습병행자격,L3,제직의류생산,,,
1232,일학습병행자격,L3,패턴메이킹,,,
1233,일학습병행자격,L3,한복생산,,,
1234,일학습병행자격,L2,패션제품유통,,,
1235,일학습병행자격,L5,로봇기구개발,,,
1236,일학습병행자격,L5,로봇소프트웨어개발,,,
1237,일학습병행자격,L2,강구조시공,,,
1238,일학습병행자격,L2,건축설비시공,,,
1239,일학습병행자격,L3,건축설비,,,
1240,일학습병행자격,L3,산업환경기계설비,,,
1241,일학습병행자격,L5,산업환경기계설비,,,
1242,일학습병행자격,L3,산업환경전기·계측제어설비,,,
1243,일학습병행자격,L5,산업환경전기·계측제어설비,,,
1244,일학습병행자격,L5,조경,,,
1245,일학습병행자격,L5,교통계획설계,,,
1246,일학습병행자격,L5,도시계획,,,
1247,일학습병행자격,L2,도로장비조종,,,
1248,일학습병행자격,L5,해양에너지생산기술,,,
1249,일학습병행자격,L5,폐자원에너지생산기술,,,
1250,일학습병행자격,L3,산업안전관리,,,
1251,일학습병행자격,L5,산업안전관리,,,
1252,일학습병행자격,L3,건설안전관리,,,
1253,일학습병행자격,L5,건설안전관리,,,
1254,일학습병행자격,L3,산업보건관리,,,
1255,일학습병행자격,L5,산업보건관리,,,
1256,일학습병행자격,L3,비파괴검사관리,,,
1257,일학습병행자격,L5,비파괴검사관리,,,
1258,일학습병행자격,L3,수도작재배,,,
1259,일학습병행자격,L3,버섯재배,,,
1260,일학습병행자격,L5,농촌체험,,,
1261,일학습병행자격,L2,농촌체험,,,
1262,일학습병행자격,L3,전특작재배,,,
1263,일학습병행자격,L5,종자유통,,,
1264,일학습병행자격,L3,씨앗생산,,,
1265,일학습병행자격,L5,임베디드SW개발,,,
1266,일학습병행자격,L5,IT시스템운영,,,
1267,일학습병행자격,L5,SW테스트,,,
1268,일학습병행자격,L5,정보통신설계,,,
1269,일학습병행자격,L3,정보통신설비시공,,,
1270,일학습병행자격,L2,정보통신선로시공,,,
1271,일학습병행자격,L3,무선통신시공,,,
1272,일학습병행자격,L4,무선통신설계,,,
1273,일학습병행자격,L4,구내방송통신설계,,,
1274,일학습병행자격,L2,통신기기운용,,,
1275,일학습병행자격,L3,유선통신운용,,,
1276,일학습병행자격,L3,무선통신운용,,,
1277,일학습병행자격,L5,방송시스템관리,,,
1278,일학습병행자격,L2,수산식품가공,,,
1279,일학습병행자격,L3,수산식품가공,,,
1280,일학습병행자격,L2,축산식품가공,,,
1281,일학습병행자격,L3,축산식품가공,,,
1282,일학습병행자격,L3,유가공,,,
1283,일학습병행자격,L3,건강기능식품가공,,,
1284,일학습병행자격,L2,김치류제조가공,,,
1285,일학습병행자격,L2,면류제조,,,
1286,일학습병행자격,L2,음료제조가공,,,
1287,일학습병행자격,L3,주류제조가공,,,
1288,일학습병행자격,L5,식품가공연구개발,,,
1289,일학습병행자격,L4,식품품질관리,,,
1290,일학습병행자격,L3,수산식품저장·유통,,,
1291,일학습병행자격,L3,농산식품저장·유통,,,
1292,일학습병행자격,L3,축산식품저장·유통,,,
1293,일학습병행자격,L2,제과,,,
1294,일학습병행자격,L2,제빵,,,
1295,일학습병행자격,L2,떡제조,,,
1296,일학습병행자격,L5,출판콘텐츠연출가,,,
1297,일학습병행자격,L3,편집디자이너,,,
1298,일학습병행자격,L5,출판에디터,,,
1299,일학습병행자격,L2,평판인쇄,,,
1300,일학습병행자격,L4,프리프레스,,,
1301,일학습병행자격,L3,해양관측측량,,,
1302,일학습병행자격,L5,해양관측측량,,,
1303,일학습병행자격,L5,해양생태분석,,,
1304,일학습병행자격,L3,해양환경보전관리,,,
1305,일학습병행자격,L5,해양환경보전관리,,,
1306,일학습병행자격,L5,해양환경평가관리,,,
1307,일학습병행자격,L3,해양플랜트설치·운용관리,,,
1308,일학습병행자격,L5,해양플랜트설치·운용관리,,,
1309,일학습병행자격,L5,해양자원탐사개발관리,,,
1310,일학습병행자격,L2,전산응용기계설계,,,
1311,일학습병행자격,L3,기계요소설계,,,
1312,일학습병행자격,L4,구조해석설계,,,
1313,일학습병행자격,L2,선반가공,,,
1314,일학습병행자격,L2,밀링가공,,,
1315,일학습병행자격,L3,CNC선반가공,,,
1316,일학습병행자격,L3,와이어방전가공,,,
1317,일학습병행자격,L4,형조방전가공,,,
1318,일학습병행자격,L3,레이저가공,,,
1319,일학습병행자격,L3,워터젯가공,,,
1320,일학습병행자격,L4,플라즈마가공,,,
1321,일학습병행자격,L2,기계요소조립,,,
1322,일학습병행자격,L3,기계장치제어,,,
1323,일학습병행자격,L4,기계생산관리,,,
1324,일학습병행자격,L5,기계생산관리,,,
1325,일학습병행자격,L4,기계품질경영,,,
1326,일학습병행자격,L3,동력기계설치·정비,,,
1327,일학습병행자격,L4,동력기계설치·정비,,,
1328,일학습병행자격,L3,생산기계설치·정비,,,
1329,일학습병행자격,L4,생산기계설치·정비,,,
1330,일학습병행자격,L3,승강기설치,,,
1331,일학습병행자격,L2,냉동공조설치,,,
1332,일학습병행자격,L3,냉동공조설계,,,
1333,일학습병행자격,L5,반도체장비개발,,,
