고유 번호,자격구분코드,자격구분명,계열명,종목명,상세분야,언어,버전,급수,공통유무
1757,W,일학습병행자격,L4,CNC절삭가공,밀링,,ver1.0,,
1758,W,일학습병행자격,L3,냉동공조설계,,,ver1.0,,
1759,W,일학습병행자격,L3,냉동공조운영관리,,,ver1.0,,
1760,W,일학습병행자격,L3,사출금형설계,,,ver1.0,,
1761,W,일학습병행자격,L5,텍스타일디자인,,,ver2.0,,
1762,W,일학습병행자격,L3,서비스·경험디자인,,,ver2.0,,
1763,W,일학습병행자격,L5,서비스·경험디자인,,,ver2.0,,
1764,W,일학습병행자격,L3,실내디자인,,,ver2.0,,
1765,W,일학습병행자격,L5,실내디자인,,,ver2.0,,
1766,W,일학습병행자격,L3,음악제작,,,ver2.0,,
1767,W,일학습병행자격,L5,게임그래픽,,,ver2.0,,
1768,W,일학습병행자격,L5,영화제작,,,ver2.0,,
1769,W,일학습병행자격,L5,방송제작,,,ver2.0,,
1770,W,일학습병행자격,L5,광고제작,,,ver2.0,,
1771,W,일학습병행자격,L3,애니메이션제작,,,ver2.0,,
1772,W,일학습병행자격,L5,게임프로그래밍,,,ver2.0,,
1773,W,일학습병행자격,L3,캐릭터제작,,,ver2.0,,
1774,W,일학습병행자격,L3,만화제작,,,ver2.0,,
1775,W,일학습병행자격,L4,스마트앱디자인설계,,,ver2.0,,
1776,W,일학습병행자격,L3,종자유통,,,ver2.0,,
1777,W,일학습병행자격,L3,이용,Barber,,ver1.0,,
1778,W,일학습병행자격,L3,한식조리,,,ver1.0,,
1779,W,일학습병행자격,L3,절삭가공,선반,,ver1.0,,
1780,W,일학습병행자격,L3,석유화학제품제조,기능성고분자,,ver1.0,,
1781,W,일학습병행자격,L3,정밀화학제품제조,화장품,,ver1.0,,
1782,W,일학습병행자격,L3,수산식품가공,건품,,ver1.0,,
1783,W,일학습병행자격,L3,광산·조사탐사,,,ver1.0,,
1784,W,일학습병행자격,L3,수산양식,,,ver1.0,,
1785,W,일학습병행자격,L4,의료기관행정관리,,,ver1.0,,
1786,W,일학습병행자격,L4,기계장치조립,,,ver1.0,,
1787,W,일학습병행자격,L4,유리재료제조,,,ver1.0,,
1788,W,일학습병행자격,L4,정수장운영관리,,,ver1.0,,
1789,W,일학습병행자격,L4,환경시설관리,,,ver1.0,,
1790,W,일학습병행자격,L5,보험영업·계약관리,,,ver1.0,,
1791,W,일학습병행자격,L5,위험물안전관리,,,ver1.0,,
1792,W,일학습병행자격,L5,광고제작,,,ver1.0,,
1793,W,일학습병행자격,L5,판매관리,매장판매,,ver1.0,,
1794,W,일학습병행자격,L5,판매관리,전자상거래,,ver1.0,,
1795,W,일학습병행자격,L5,여행상품기획,,,ver1.0,,
1796,W,일학습병행자격,L5,해양환경영향평가관리,,,ver1.0,,
1797,W,일학습병행자격,L5,플라스틱제품제조,컴파운딩,,ver1.0,,
1798,W,일학습병행자격,L5,송배전설비시공,,,ver1.0,,
1799,W,일학습병행자격,L5,전기철도시공,,,ver1.0,,
1800,W,일학습병행자격,L5,무선통신설계,,,ver1.0,,
1801,W,일학습병행자격,L5,산업안전관리,,,ver1.0,,
1802,W,일학습병행자격,L5,해양에너지생산기술,,,ver1.0,,
1803,W,일학습병행자격,L3,기계요소설계,,,22V2,,
1804,W,일학습병행자격,L2,기계요소조립,,,22V2,,
1805,W,일학습병행자격,L3,기계장치제어,,,22V2,,
1806,W,일학습병행자격,L3,기계장치조립,,,22V2,,
1807,W,일학습병행자격,L5,기계제어설계,,,22V2,,
1808,W,일학습병행자격,L4,기계품질경영,,,22V2,,
1809,W,일학습병행자격,L5,기계품질경영,,,22V2,,
1810,W,일학습병행자격,L5,기후대기관리,,,22V2,,
1811,W,일학습병행자격,L2,김치류제조가공,,,22V2,,
1812,W,일학습병행자격,L4,디스플레이개발,,,22V2,,
1813,W,일학습병행자격,L3,디지털디자인,,,22V2,,
1814,W,일학습병행자격,L6,디지털디자인디렉터,,,22V2,,
1815,W,일학습병행자격,L3,마케팅·커뮤니케이션,,,22V2,,
1816,W,일학습병행자격,L5,마케팅전략기획,,,22V2,,
1817,W,일학습병행자격,L2,면류제조,,,22V2,,
1818,W,일학습병행자격,L5,문화예술경영,,,22V2,,
1819,W,일학습병행자격,L2,밀링가공,,,22V2,,
1820,W,일학습병행자격,L3,바이오의약품제조,,,22V2,,
1821,W,일학습병행자격,L5,바이오의약품제조,,,22V2,,
1822,W,일학습병행자격,L3,바이오화학제품제조,,,22V2,,
1823,W,일학습병행자격,L5,바이오화학제품제조,,,22V2,,
1824,W,일학습병행자격,L3,반도체장비조립,,,22V2,,
1825,W,일학습병행자격,L3,반도체제조운영,,,22V2,,
1826,W,일학습병행자격,L3,보안경비,,,22V2,,
1827,W,일학습병행자격,L3,사출금형제작,,,22V2,,
1828,W,일학습병행자격,L3,사회복지서비스,,,22V2,,
1829,W,일학습병행자격,L5,사회복지서비스,,,22V2,,
1830,W,일학습병행자격,L4,산업물류,,,22V2,,
1831,W,일학습병행자격,L3,산업환경전기·계측제어설비,,,22V2,,
1832,W,일학습병행자격,L5,산업환경전기·계측제어설비,,,22V2,,
1833,W,일학습병행자격,L4,크루즈운영관리,,,ver1.0,,
1834,W,일학습병행자격,L3,여행안내,,,ver1.0,,
1835,W,일학습병행자격,L3,카지노운영관리,,,ver1.0,,
1836,W,일학습병행자격,L3,호텔식음료,서비스사,,ver1.0,,
1837,W,일학습병행자격,L3,바리스타,,,ver1.0,,
1838,W,일학습병행자격,L5,조경,,,ver1.0,,
1839,W,일학습병행자격,L5,해양플랜트설치·운용관리,,,ver1.0,,
1840,W,일학습병행자격,L3,산업환경기계설비,,,ver1.0,,
1841,W,일학습병행자격,L3,토목사업관리,,,ver1.0,,
1842,W,일학습병행자격,L2,건설기계정비,,,ver1.0,,
1843,W,일학습병행자격,L2,도로장비조종,,,ver1.0,,
1844,W,일학습병행자격,L2,준설선조종,,,ver1.0,,
1845,W,일학습병행자격,L2,측량·지리정보개발,,,ver1.0,,
1846,W,일학습병행자격,L5,기계품질경영,,,ver1.0,,
1847,W,일학습병행자격,L5,철도차량유지보수,,,ver1.0,,
1848,W,일학습병행자격,L4,기계생산관리,,,ver1.0,,
1849,W,일학습병행자격,L4,생산기계설치·정비,,,ver1.0,,
1850,W,일학습병행자격,L4,자동차정비,,,ver1.0,,
1851,W,일학습병행자격,L4,CNC절삭가공,선반,,ver1.0,,
1852,W,일학습병행자격,L3,선박선체설계,,,ver1.0,,
1853,W,일학습병행자격,L3,절삭가공,연삭,,ver1.0,,
1854,W,일학습병행자격,L3,항공기엔진정비,,,ver1.0,,
1855,W,일학습병행자격,L2,기계요소조립,,,ver1.0,,
1856,W,일학습병행자격,L2,전산응용기계설계,,,ver1.0,,
1857,W,일학습병행자격,L4,선재가공,,,ver1.0,,
1858,W,일학습병행자격,L4,일반세라믹제조,,,ver1.0,,
1859,W,일학습병행자격,L2,금속도장,,,ver1.0,,
1860,W,일학습병행자격,L2,수동용접,CO2,,ver1.0,,
1861,W,일학습병행자격,L5,바이오화학제품제조,,,ver1.0,,
1862,W,일학습병행자격,L5,석유화학제품제조,석유,,ver1.0,,
1863,W,일학습병행자격,L4,수동용접,가스텅스텐아크,,ver1.0,,
1864,W,일학습병행자격,L3,전기기기제작,,,ver1.0,,
1865,W,일학습병행자격,L5,금융자산관리,증권,,ver1.0,,
1866,W,일학습병행자격,L3,원사생산관리,방적_혼타면,,ver1.0,,
1867,W,일학습병행자격,L3,판매관리,매장판매,,ver1.0,,
1868,W,일학습병행자격,L4,철도운전,,,ver2.0,,
1869,W,일학습병행자격,L5,철도관제,,,ver2.0,,
1870,W,일학습병행자격,L5,열차운용DIA관리,,,ver2.0,,
1871,W,일학습병행자격,L4,패션디자인,,,ver2.0,,
1872,W,일학습병행자격,L3,패턴메이킹,,,ver2.0,,
1873,W,일학습병행자격,L3,비주얼머천다이징,,,ver2.0,,
1874,W,일학습병행자격,L3,제직의류생산,,,ver2.0,,
1875,W,일학습병행자격,L4,편직의류생산,,,ver2.0,,
1876,W,일학습병행자격,L3,가죽·모피생산,,,ver2.0,,
1877,C,과정평가형자격,기사,사출금형산업기사,,,,,
1878,C,과정평가형자격,기사,프레스금형산업기사,,,,,
1879,C,과정평가형자격,기사,기계설계산업기사,,,,,
1880,C,과정평가형자격,기사,자동화설비산업기사,,,,,
1881,C,과정평가형자격,기사,설비보전산업기사,,,,,
1882,C,과정평가형자격,기사,치공구설계산업기사,,,,,
1883,C,과정평가형자격,기사,금속재료산업기사,,,,,
1884,C,과정평가형자격,기사,정밀측정산업기사,,,,,
1885,C,과정평가형자격,기사,위험물산업기사,,,,,
1886,C,과정평가형자격,기사,실내건축산업기사,,,,,
1887,C,과정평가형자격,기사,정보처리산업기사,,,,,
1888,C,과정평가형자격,기사,시각디자인산업기사,,,,,
1889,C,과정평가형자격,기사,공조냉동기계산업기사,,,,,
1890,C,과정평가형자격,기사,귀금속가공산업기사,,,,,
1891,C,과정평가형자격,기사,컬러리스트산업기사,,,,,
1892,C,과정평가형자격,기능사,컴퓨터응용선반기능사,,,,,
1893,C,과정평가형자격,기능사,컴퓨터응용밀링기능사,,,,,
1894,W,일학습병행자격,L5,공연기계장치,,,ver2.0,,
1895,W,일학습병행자격,L4,판금제관,,,ver2.0,,
1896,W,일학습병행자격,L3,사출금형설계,,,ver2.0,,
1897,W,일학습병행자격,L4,여행상품상담,,,ver2.0,,
1898,W,일학습병행자격,L3,커플매니저,,,ver2.0,,
1899,W,일학습병행자격,L5,재무기획관리,,,ver2.0,,
1900,W,일학습병행자격,L5,위험물안전관리,,,ver2.0,,
1901,C,과정평가형자격,기능사,축산기능사,,,,,
1902,W,일학습병행자격,L4,영유아보육,,,ver2.0,,
1903,W,일학습병행자격,L3,텍스타일디자인,,,ver2.0,,
1904,W,일학습병행자격,L3,선박기관,,,ver2.0,,
1905,W,일학습병행자격,L3,주택관리,,,ver2.0,,
1906,W,일학습병행자격,L2,헤어디자인,,,ver2.0,,
1907,W,일학습병행자격,L3,유원시설운영관리,,,ver2.0,,
1908,W,일학습병행자격,L5,헬스케어운동지도,,,ver2.0,,
1909,W,일학습병행자격,L2,구조물해체,,,ver2.0,,
1910,W,일학습병행자격,L3,지게차정비,,,ver2.0,,
1911,W,일학습병행자격,L5,건설관리,,,ver2.0,,
1912,W,일학습병행자격,L3,연삭가공,,,ver2.0,,
1913,W,일학습병행자격,L3,항공기부품제작,,,ver2.0,,
1914,W,일학습병행자격,L5,기계제어설계,,,ver2.0,,
1915,W,일학습병행자격,L2,제강,,,ver2.0,,
1916,W,일학습병행자격,L4,냉간압연,,,ver2.0,,
1917,W,일학습병행자격,L3,바이오화학제품제조,,,ver2.0,,
1918,W,일학습병행자격,L4,패션머천다이징,,,ver2.0,,
1919,W,일학습병행자격,L5,패턴메이킹,,,ver2.0,,
1920,W,일학습병행자격,L3,화학물질분석,,,ver3.0,,
1921,W,일학습병행자격,L3,산업환경기계설비,,,22V2,,
1922,W,일학습병행자격,L5,산업환경기계설비,,,22V2,,
1923,W,일학습병행자격,L3,생산관리,,,22V2,,
1924,W,일학습병행자격,L5,생산관리,,,22V2,,
1925,W,일학습병행자격,L2,선박선체건조,,,22V2,,
1926,W,일학습병행자격,L3,섬유염색가공,,,22V2,,
1927,W,일학습병행자격,L2,세라믹제조,,,22V2,,
1928,W,일학습병행자격,L4,세라믹제조,,,22V2,,
1929,W,일학습병행자격,L2,세무·회계정보관리,,,22V2,,
1930,W,일학습병행자격,L3,세무·회계정보관리,,,22V2,,
1931,W,일학습병행자격,L3,소방공사관리,,,22V2,,
1932,W,일학습병행자격,L2,수동용접,CO2용접,,22V2,,
1933,W,일학습병행자격,L2,수산식품가공,,,22V2,,
1934,W,일학습병행자격,L3,수산식품가공,,,22V2,,
1935,W,일학습병행자격,L2,수중구조물시공및준설,,,22V2,,
1936,W,일학습병행자격,L6,스마트팩토리시스템관리,,,22V2,,
1937,W,일학습병행자격,L3,승강기설치,,,22V2,,
1938,W,일학습병행자격,L3,승강기유지관리,,,22V2,,
1939,W,일학습병행자격,L3,시각디자인,,,22V2,,
1940,W,일학습병행자격,L5,시각디자인,,,22V2,,
1941,W,일학습병행자격,L3,식음료서비스,,,22V2,,
1942,W,일학습병행자격,L4,식품품질관리,,,22V2,,
1943,W,일학습병행자격,L3,신변보호,,,22V2,,
1944,W,일학습병행자격,L3,씨앗생산,,,22V2,,
1945,W,일학습병행자격,L5,씨앗생산,,,22V2,,
1946,W,일학습병행자격,L3,연삭가공,,,22V2,,
1947,W,일학습병행자격,L3,영업,,,22V2,,
1948,W,일학습병행자격,L5,영업,,,22V2,,
1949,W,일학습병행자격,L4,압연,냉간압연,,ver1.0,,
1950,W,일학습병행자격,L3,특수인쇄,그라비어,,ver1.0,,
1951,W,일학습병행자격,L5,판매관리,통신판매,,ver1.0,,
1952,W,일학습병행자격,L3,판매관리,방문판매,,ver1.0,,
1953,W,일학습병행자격,L5,헤어디자이너,,,ver1.0,,
1954,W,일학습병행자격,L5,호텔관리,,,ver1.0,,
1955,W,일학습병행자격,L5,호텔식음료,지배인,,ver1.0,,
1956,W,일학습병행자격,L4,여행상품상담,,,ver1.0,,
1957,W,일학습병행자격,L4,유원시설운영서비스,,,ver1.0,,
1958,W,일학습병행자격,L3,건강운동관리,,,ver1.0,,
1959,W,일학습병행자격,L3,네일미용,,,ver1.0,,
1960,W,일학습병행자격,L3,메이크업아티스트,,,ver1.0,,
1961,W,일학습병행자격,L3,선수스포츠관리,,,ver1.0,,
1962,W,일학습병행자격,L3,스포츠클럽운영관리,,,ver1.0,,
1963,W,일학습병행자격,L3,여가생활지도,,,ver1.0,,
1964,W,일학습병행자격,L3,웨딩이벤트매니저,,,ver1.0,,
1965,W,일학습병행자격,L3,웨딩플래너,,,ver1.0,,
1966,W,일학습병행자격,L3,장례시설관리,,,ver1.0,,
1967,W,일학습병행자격,L3,장례지도,,,ver1.0,,
1968,W,일학습병행자격,L3,커플매니저,,,ver1.0,,
1969,W,일학습병행자격,L3,컨벤션기획,,,ver1.0,,
1970,W,일학습병행자격,L3,피부관리,,,ver1.0,,
1971,W,일학습병행자격,L3,항공객실서비스,,,ver1.0,,
1972,W,일학습병행자격,L2,메이크업아티스트,,,ver1.0,,
1973,W,일학습병행자격,L2,이용,Barber,,ver1.0,,
1974,W,일학습병행자격,L2,헤어디자이너,,,ver1.0,,
1975,W,일학습병행자격,L5,복어조리,,,ver1.0,,
1976,W,일학습병행자격,L5,양식조리,,,ver1.0,,
1977,W,일학습병행자격,L5,일식조리,,,ver1.0,,
1978,W,일학습병행자격,L5,한식조리,,,ver1.0,,
1979,W,일학습병행자격,L3,바텐더,,,ver1.0,,
1980,W,일학습병행자격,L3,복어조리,,,ver1.0,,
1981,W,일학습병행자격,L3,소믈리에,,,ver1.0,,
1982,W,일학습병행자격,L3,식음료서비스,,,ver1.0,,
1983,W,일학습병행자격,L3,양식조리,,,ver1.0,,
1984,W,일학습병행자격,L3,중식조리,,,ver1.0,,
1985,C,과정평가형자격,기능사,기계가공조립기능사,,,,,
1986,C,과정평가형자격,기능사,금형기능사,,,,,
1987,C,과정평가형자격,기능사,정밀측정기능사,,,,,
1988,W,일학습병행자격,L4,정비기지시설물유지보수,,,ver2.0,,
1989,W,일학습병행자격,L4,역시설물유지보수,,,ver2.0,,
1990,W,일학습병행자격,L5,철도정보통신시설물유지보수,,,ver2.0,,
1991,W,일학습병행자격,L4,철도선로시설물유지보수,,,ver2.0,,
1992,W,일학습병행자격,L3,선박항해,,,ver2.0,,
1993,W,일학습병행자격,L5,선박항해,,,ver2.0,,
1994,W,일학습병행자격,L5,선박기관,,,ver2.0,,
1995,W,일학습병행자격,L3,해상교통관제,,,ver2.0,,
1996,W,일학습병행자격,L5,해상교통관제,,,ver2.0,,
1997,W,일학습병행자격,L3,수상레저기구운항,,,ver2.0,,
1998,W,일학습병행자격,L3,검수,,,ver2.0,,
1999,W,일학습병행자격,L5,검정,,,ver2.0,,
2000,W,일학습병행자격,L3,경량항공기레저관광조종,,,ver2.0,,
2001,W,일학습병행자격,L5,재난방재조종,,,ver2.0,,
2002,W,일학습병행자격,L4,항공안전관리,,,ver2.0,,
2003,W,일학습병행자격,L5,항공보안관리,,,ver2.0,,
2004,W,일학습병행자격,L5,영업,,,ver2.0,,
2005,W,일학습병행자격,L4,부동산경·공매,,,ver2.0,,
2006,W,일학습병행자격,L5,주택관리,,,ver2.0,,
2007,W,일학습병행자격,L5,부동산자산관리,,,ver2.0,,
2008,W,일학습병행자격,L3,부동산중개,,,ver2.0,,
2009,W,일학습병행자격,L5,부동산중개,,,ver2.0,,
2010,W,일학습병행자격,L3,감정평가정보,,,ver2.0,,
2011,W,일학습병행자격,L5,감정평가정보,,,ver2.0,,
2012,W,일학습병행자격,L5,매장판매,,,ver2.0,,
2013,W,일학습병행자격,L3,방문판매,,,ver2.0,,
2014,W,일학습병행자격,L5,방문판매,,,ver2.0,,
2015,W,일학습병행자격,L3,e-비지니스,,,ver2.0,,
2016,W,일학습병행자격,L5,e-비지니스,,,ver2.0,,
2017,W,일학습병행자격,L3,기계경비,,,ver2.0,,
2018,W,일학습병행자격,L3,신변보호,,,ver2.0,,
2019,C,과정평가형자격,기능사,정보처리기능사,,,,,
2020,W,일학습병행자격,L3,자동제어기기제작,,,ver2.0,,
2021,W,일학습병행자격,L4,전자기기소프트웨어개발,,,ver2.0,,
2022,W,일학습병행자격,L4,무선통신설계,,,ver2.0,,
2023,W,일학습병행자격,L5,SW개발,,,ver2.0,,
2024,W,일학습병행자격,L6,임베디드SW개발,,,ver2.0,,
2025,W,일학습병행자격,L3,주류제조가공,,,ver2.0,,
2026,W,일학습병행자격,L3,귀금속가공,,,ver2.0,,
2027,W,일학습병행자격,L3,광산환경관리,,,ver2.0,,
2028,W,일학습병행자격,L5,풍력에너지생산기술,,,ver2.0,,
2029,W,일학습병행자격,L2,임산물생산관리,,,ver2.0,,
2030,W,일학습병행자격,L3,염생산관리,,,ver2.0,,
2031,C,과정평가형자격,기사,재료조직평가산업기사,,,,,
2032,C,과정평가형자격,기사,전산회계운용사,,,,1급,
2033,W,일학습병행자격,L3,마케팅·커뮤니케이션,,,20V1,,
2034,W,일학습병행자격,L5,광고·홍보,,,20V1,,
2035,W,일학습병행자격,L5,마케팅전략기획,,,20V1,,
2036,W,일학습병행자격,L5,마케팅통계분석,,,20V1,,
2037,W,일학습병행자격,L3,총무·인사,,,20V1,,
2038,W,일학습병행자격,L5,총무·인사,,,20V1,,
2039,W,일학습병행자격,L5,재무기획관리,,,20V1,,
2040,W,일학습병행자격,L2,세무·회계정보관리,,,20V1,,
2041,W,일학습병행자격,L3,세무·회계정보관리,,,20V1,,
2042,W,일학습병행자격,L4,산업물류,,,20V1,,
2043,W,일학습병행자격,L3,수출입관리,,,20V1,,
2044,W,일학습병행자격,L3,생산관리,,,20V1,,
2045,W,일학습병행자격,L5,생산관리,,,20V1,,
2046,W,일학습병행자격,L3,품질경영,,,20V1,,
2047,W,일학습병행자격,L5,품질경영,,,20V1,,
2048,W,일학습병행자격,L3,금융업무관리,,,20V1,,
2049,W,일학습병행자격,L5,증권금융자산관리,,,20V1,,
2050,W,일학습병행자격,L3,신용카드운영,,,20V1,,
2051,W,일학습병행자격,L5,자산운용,,,20V1,,
2052,W,일학습병행자격,L3,매장판매,,,ver3.0,,
2053,W,일학습병행자격,L3,e-비지니스,,,ver3.0,,
2054,W,일학습병행자격,L2,자동차정비,,,ver3.0,,
2055,W,일학습병행자격,L3,사출금형제작,,,ver3.0,,
2056,W,일학습병행자격,L3,플라스틱사출성형품제조,,,ver3.0,,
2057,W,일학습병행자격,L2,음료제조가공,,,22V2,,
2058,W,일학습병행자격,L3,와이어방전가공,,,22v2,,
2059,W,일학습병행자격,L2,자동제어기기제작,,,22V2,,
2060,W,일학습병행자격,L3,자동제어기기제작,,,22V2,,
2061,W,일학습병행자격,L2,자동차보수도장,,,22V2,,
2062,W,일학습병행자격,L5,자동차시험평가,,,22V2,,
2063,W,일학습병행자격,L2,자동차정비,,,22V2,,
2064,W,일학습병행자격,L3,자동차정비,,,22V2,,
2065,W,일학습병행자격,L3,자동차차체도장,,,22V2,,
2066,W,일학습병행자격,L5,재무기획관리,,,22V2,,
2067,W,일학습병행자격,L5,전기설계,,,22V2,,
2068,W,일학습병행자격,L2,전기시공,,,22V2,,
2069,W,일학습병행자격,L2,전산응용기계설계,,,22V2,,
2070,W,일학습병행자격,L2,전자기기생산,,,22V2,,
2071,W,일학습병행자격,L4,전자기기서비스,,,22V2,,
2072,W,일학습병행자격,L3,전자기기하드웨어개발,,,22V2,,
2073,W,일학습병행자격,L5,전직지원,,,22V2,,
2074,W,일학습병행자격,L2,제빵,,,22V2,,
2075,W,일학습병행자격,L5,증권금융자산관리,,,22V2,,
2076,W,일학습병행자격,L3,지게차정비,,,22V2,,
2077,W,일학습병행자격,L5,직업상담,,,22V2,,
2078,W,일학습병행자격,L2,철근콘크리트·가설시공,,,22V2,,
2079,W,일학습병행자격,L2,축산식품가공,,,22V2,,
2080,W,일학습병행자격,L2,측량·지리정보개발,,,22V2,,
2081,W,일학습병행자격,L5,측량·지리정보개발,,,22V2,,
2082,W,일학습병행자격,L5,토목설계,,,22V2,,
2083,W,일학습병행자격,L5,건축설계,,,ver1.0,,
2084,W,일학습병행자격,L5,건축설비,,,ver1.0,,
2085,W,일학습병행자격,L5,건축시공관리,,,ver1.0,,
2086,W,일학습병행자격,L5,교통계획설계,,,ver1.0,,
2087,W,일학습병행자격,L5,도시계획,,,ver1.0,,
2088,W,일학습병행자격,L5,산업환경전기·계측제어설비,,,ver1.0,,
2089,W,일학습병행자격,L5,측량·지리정보개발,,,ver1.0,,
2090,W,일학습병행자격,L5,토목설계,,,ver1.0,,
2091,W,일학습병행자격,L5,토목시공관리,,,ver1.0,,
2092,W,일학습병행자격,L5,해양생태분석,,,ver1.0,,
2093,W,일학습병행자격,L4,수동용접,가스메탈아크,,ver1.0,,
2094,W,일학습병행자격,L3,특수인쇄,플렉소그래피,,ver1.0,,
2095,W,일학습병행자격,L2,단조압출인발,단조,,ver1.0,,
2096,W,일학습병행자격,L2,수동용접,가스메탈아크,,ver1.0,,
2097,W,일학습병행자격,L2,자동용접,로봇용접,,ver1.0,,
2098,W,일학습병행자격,L2,수동용접,가스텅스텐아크,,ver1.0,,
2099,W,일학습병행자격,L4,자동용접,로봇용접,,ver1.0,,
2100,W,일학습병행자격,L3,판매관리,통신판매,,ver1.0,,
2101,W,일학습병행자격,L2,전기기기제작,,,ver1.0,,
2102,W,일학습병행자격,L2,압연,냉간압연,,ver1.0,,
2103,W,일학습병행자격,L3,자재관리,,,ver1.0,,
2104,W,일학습병행자격,L3,신용카드운영,,,ver1.0,,
2105,W,일학습병행자격,L5,공연음향,,,ver1.0,,
2106,W,일학습병행자격,L5,문화예술경영,,,ver1.0,,
2107,W,일학습병행자격,L4,만화제작,,,ver1.0,,
2108,W,일학습병행자격,L3,서비스·경험디자인,,,ver1.0,,
2109,W,일학습병행자격,L4,항공안전관리,,,ver1.0,,
2110,W,일학습병행자격,L4,카지노기획개발,,,ver1.0,,
2111,W,일학습병행자격,L3,헤어디자이너,,,ver1.0,,
2112,W,일학습병행자격,L3,일식조리,,,ver1.0,,
2113,W,일학습병행자격,L3,건축구조설계,,,ver1.0,,
2114,W,일학습병행자격,L3,축산식품저장·유통,,,ver1.0,,
2115,W,일학습병행자격,L3,출판에디터,,,ver1.0,,
2116,W,일학습병행자격,L3,산업보건관리,,,ver1.0,,
2117,W,일학습병행자격,L5,식품육종,,,ver1.0,,
2118,W,일학습병행자격,L2,세탁,,,ver2.0,,
2119,W,일학습병행자격,L2,수선,,,ver2.0,,
2120,W,일학습병행자격,L2,네일미용,,,ver2.0,,
2121,W,일학습병행자격,L3,네일미용,,,ver2.0,,
2122,W,일학습병행자격,L5,네일미용,,,ver2.0,,
2123,W,일학습병행자격,L2,피부관리,,,ver2.0,,
2124,W,일학습병행자격,L3,피부관리,,,ver2.0,,
2125,W,일학습병행자격,L3,헤어디자인,,,ver2.0,,
2126,W,일학습병행자격,L5,뷰티디자인전문,,,ver2.0,,
2127,W,일학습병행자격,L3,사출금형제작,,,ver1.0,,
2128,W,일학습병행자격,L3,생산기계설치·정비,,,ver1.0,,
2129,W,일학습병행자격,L3,선박시운전정비,,,ver1.0,,
2130,W,일학습병행자격,L3,선박의장설계,,,ver1.0,,
2131,C,과정평가형자격,기능사,전산응용기계제도기능사,,,,,
2132,C,과정평가형자격,기능사,특수용접기능사,,,,,
2133,C,과정평가형자격,기능사,용접기능사,,,,,
2134,C,과정평가형자격,기능사,공유압기능사,,,,,
2135,W,일학습병행자격,L3,패션소품생산,,,ver2.0,,
2136,W,일학습병행자격,L3,한복생산,,,ver2.0,,
2137,W,일학습병행자격,L4,패션제품유통,,,ver2.0,,
2138,W,일학습병행자격,L5,패션제품유통,,,ver2.0,,
2139,W,일학습병행자격,L2,신발제조,,,ver2.0,,
2140,W,일학습병행자격,L5,송배전설비시공,,,ver2.0,,
2141,W,일학습병행자격,L5,전력계통설계,,,ver2.0,,
2142,W,일학습병행자격,L5,전기감리,,,ver2.0,,
2143,W,일학습병행자격,L5,전기기기설계,,,ver2.0,,
2144,W,일학습병행자격,L3,전기기기제작,,,ver2.0,,
2145,W,일학습병행자격,L2,전기기기제작,,,ver2.0,,
2146,W,일학습병행자격,L3,전기설계,,,ver2.0,,
2147,W,일학습병행자격,L5,전기설계,,,ver2.0,,
2148,W,일학습병행자격,L3,전기시공,,,ver2.0,,
2149,W,일학습병행자격,L2,전기시공,,,ver2.0,,
2150,W,일학습병행자격,L5,전기설비시공,,,ver2.0,,
2151,W,일학습병행자격,L2,자동제어기기제작,,,ver2.0,,
2152,W,일학습병행자격,L5,전력계통감리,,,ver2.0,,
2153,W,일학습병행자격,L3,플라스틱사출성형품제조,,,ver2.0,,
2154,W,일학습병행자격,L2,비철금속건식제련,,,ver3.0,,
2155,W,일학습병행자격,L2,수동용접,CO2용접,,ver3.0,,
2156,W,일학습병행자격,L4,수동용접,가스텅스텐아크용접,,ver3.0,,
2157,W,일학습병행자격,L2,세라믹제조,,,ver3.0,,
2158,W,일학습병행자격,L2,탄소제품제조,,,ver3.0,,
2159,W,일학습병행자격,L3,기초석유화학제품제조,,,ver3.0,,
2160,W,일학습병행자격,L3,섬유염색가공,,,ver3.0,,
2161,W,일학습병행자격,L3,보험영업·계약관리,,,20V1,,
2162,W,일학습병행자격,L5,보험영업·계약관리,,,20V1,,
2163,W,일학습병행자격,L5,인보험계약심사,언더라이팅,,20V1,,
2164,W,일학습병행자격,L3,손해사정,,,20V1,,
2165,W,일학습병행자격,L5,신체손해사정,,,20V1,,
2166,W,일학습병행자격,L5,평생교육프로그램개발운영,,,20V1,,
2167,W,일학습병행자격,L5,기업교육,,,20V1,,
2168,W,일학습병행자격,L5,지식재산사무,,,20V1,,
2169,W,일학습병행자격,L3,소방공사관리,,,20V1,,
2170,W,일학습병행자격,L5,의료기관의료기기안전관리,,,20V1,,
2171,W,일학습병행자격,L2,요양보호,,,20V1,,
2172,W,일학습병행자격,L4,의료기관행정관리,,,20V1,,
2173,W,일학습병행자격,L3,의료코디네이터,,,20V1,,
2174,W,일학습병행자격,L5,사회복지정책,,,20V1,,
2175,W,일학습병행자격,L3,사회복지서비스,,,20V1,,
2176,W,일학습병행자격,L5,사회복지서비스,,,20V1,,
2177,W,일학습병행자격,L5,직업상담,,,20V1,,
2178,W,일학습병행자격,L5,전직지원,,,20V1,,
2179,W,일학습병행자격,L4,청소년활동,,,20V1,,
2180,W,일학습병행자격,L5,문화예술경영,,,20V1,,
